Kanton;Datum und Zeit;Anzahl SMS pro Kanton und Stunde
BE;2017-07-10T17:00:00+02:00;37109
BE;2017-07-10T21:00:00+02:00;18079
GE;2017-07-24T10:00:00+02:00;32007
GE;2017-07-24T11:00:00+02:00;29561
BE;2017-07-07T23:00:00+02:00;8202
BE;2017-07-10T01:00:00+02:00;4440
BE;2017-07-10T04:00:00+02:00;9066
GE;2017-07-24T06:00:00+02:00;16440
GE;2017-07-24T04:00:00+02:00;4774
GE;2017-07-28T10:00:00+02:00;31214
GE;2017-07-23T18:00:00+02:00;16264
GE;2017-07-24T20:00:00+02:00;14945
GE;2017-07-24T21:00:00+02:00;11766
GE;2017-07-28T11:00:00+02:00;26153
GE;2017-07-24T16:00:00+02:00;26437
GE;2017-07-27T19:00:00+02:00;18135
GE;2017-07-28T12:00:00+02:00;28265
GE;2017-07-23T22:00:00+02:00;7661
GE;2017-07-24T02:00:00+02:00;2268
BE;2017-07-17T11:00:00+02:00;34961
BE;2017-07-17T12:00:00+02:00;32666
BE;2017-07-17T14:00:00+02:00;34181
BE;2017-07-17T15:00:00+02:00;35770
BE;2017-07-17T21:00:00+02:00;16734
BE;2017-07-18T04:00:00+02:00;7699
BE;2017-07-18T07:00:00+02:00;34071
BE;2017-07-18T10:00:00+02:00;36083
BE;2017-07-18T12:00:00+02:00;32316
BE;2017-07-18T16:00:00+02:00;36838
BE;2017-07-18T18:00:00+02:00;31389
BE;2017-07-19T00:00:00+02:00;3637
BE;2017-07-19T01:00:00+02:00;3286
BE;2017-07-19T02:00:00+02:00;3550
BE;2017-07-19T05:00:00+02:00;17687
BE;2017-07-19T08:00:00+02:00;36299
BE;2017-07-19T13:00:00+02:00;34419
BE;2017-07-19T14:00:00+02:00;41748
BE;2017-07-19T17:00:00+02:00;32725
BE;2017-07-19T18:00:00+02:00;30666
BE;2017-07-19T19:00:00+02:00;29528
BE;2017-07-19T20:00:00+02:00;26241
BE;2017-07-20T02:00:00+02:00;3335
BE;2017-07-20T03:00:00+02:00;4094
BE;2017-07-20T04:00:00+02:00;8233
BE;2017-07-20T05:00:00+02:00;15039
BE;2017-07-20T06:00:00+02:00;25698
BE;2017-07-20T10:00:00+02:00;36076
BE;2017-07-20T11:00:00+02:00;34440
BE;2017-07-20T13:00:00+02:00;31814
BE;2017-07-20T14:00:00+02:00;30565
BE;2017-07-20T18:00:00+02:00;30473
BE;2017-07-21T01:00:00+02:00;2734
BE;2017-07-21T05:00:00+02:00;14494
BE;2017-07-21T07:00:00+02:00;32666
BE;2017-07-21T10:00:00+02:00;34950
BE;2017-07-21T11:00:00+02:00;33265
BE;2017-07-21T17:00:00+02:00;34709
BE;2017-07-21T18:00:00+02:00;31274
BE;2017-07-21T22:00:00+02:00;11245
BE;2017-07-22T01:00:00+02:00;3744
BE;2017-07-22T03:00:00+02:00;3644
BE;2017-07-22T05:00:00+02:00;9493
BE;2017-07-22T08:00:00+02:00;30479
BE;2017-07-22T10:00:00+02:00;32078
BE;2017-07-22T15:00:00+02:00;29232
BE;2017-07-22T16:00:00+02:00;28924
BE;2017-07-22T17:00:00+02:00;26838
BE;2017-07-22T20:00:00+02:00;25128
BE;2017-07-22T21:00:00+02:00;15961
BE;2017-07-22T22:00:00+02:00;11275
BE;2017-07-23T00:00:00+02:00;4751
BE;2017-07-23T07:00:00+02:00;20097
BE;2017-07-23T10:00:00+02:00;26928
BE;2017-07-23T13:00:00+02:00;22317
BE;2017-07-23T16:00:00+02:00;26096
BE;2017-07-23T19:00:00+02:00;27973
BE;2017-07-24T02:00:00+02:00;3919
BE;2017-07-24T09:00:00+02:00;38251
BE;2017-07-24T16:00:00+02:00;35358
BE;2017-07-24T17:00:00+02:00;32110
BE;2017-07-24T21:00:00+02:00;15904
BE;2017-07-25T03:00:00+02:00;4328
BE;2017-07-25T10:00:00+02:00;37008
BE;2017-07-25T11:00:00+02:00;35512
BE;2017-07-25T17:00:00+02:00;33764
BE;2017-07-25T18:00:00+02:00;31685
BE;2017-07-25T20:00:00+02:00;25665
BE;2017-07-25T21:00:00+02:00;16744
BE;2017-07-25T22:00:00+02:00;10661
BE;2017-07-26T00:00:00+02:00;4183
BE;2017-07-26T03:00:00+02:00;4756
BE;2017-07-26T05:00:00+02:00;14564
BE;2017-07-26T06:00:00+02:00;24416
BE;2017-07-26T09:00:00+02:00;37233
BE;2017-07-26T13:00:00+02:00;32066
BE;2017-07-26T15:00:00+02:00;35836
BE;2017-07-26T18:00:00+02:00;31828
BE;2017-07-27T01:00:00+02:00;3945
BE;2017-07-27T07:00:00+02:00;35460
BE;2017-07-27T08:00:00+02:00;36396
BE;2017-07-27T09:00:00+02:00;34005
BE;2017-07-27T13:00:00+02:00;31688
BE;2017-07-27T15:00:00+02:00;35861
BE;2017-07-27T16:00:00+02:00;36413
BE;2017-07-27T20:00:00+02:00;24523
BE;2017-07-27T23:00:00+02:00;5408
BE;2017-07-28T04:00:00+02:00;7210
BE;2017-07-28T10:00:00+02:00;37234
BE;2017-07-28T15:00:00+02:00;36484
BE;2017-07-28T16:00:00+02:00;34923
BE;2017-07-28T22:00:00+02:00;13129
BE;2017-07-29T11:00:00+02:00;29581
BE;2017-07-29T14:00:00+02:00;27961
BE;2017-07-29T15:00:00+02:00;29281
BE;2017-07-29T19:00:00+02:00;24665
BE;2017-07-30T00:00:00+02:00;5003
BE;2017-07-30T04:00:00+02:00;3697
BE;2017-07-30T05:00:00+02:00;6533
BE;2017-07-30T07:00:00+02:00;19277
VD;2017-07-19T15:00:00+02:00;40594
VD;2017-07-19T16:00:00+02:00;42169
VD;2017-07-19T19:00:00+02:00;32254
VD;2017-07-19T20:00:00+02:00;28776
VD;2017-07-20T05:00:00+02:00;16051
VD;2017-07-20T07:00:00+02:00;35715
VD;2017-07-20T15:00:00+02:00;41106
VD;2017-07-20T17:00:00+02:00;37000
VD;2017-07-20T18:00:00+02:00;32802
VD;2017-07-20T19:00:00+02:00;32631
VD;2017-07-20T20:00:00+02:00;28455
VD;2017-07-20T23:00:00+02:00;10168
VD;2017-07-21T01:00:00+02:00;5605
VD;2017-07-21T04:00:00+02:00;8473
VD;2017-07-21T05:00:00+02:00;14986
VD;2017-07-21T09:00:00+02:00;39738
VD;2017-07-21T10:00:00+02:00;40423
VD;2017-07-21T11:00:00+02:00;38241
VD;2017-07-21T14:00:00+02:00;43912
VD;2017-07-22T00:00:00+02:00;8751
VD;2017-07-22T02:00:00+02:00;6176
VD;2017-07-22T03:00:00+02:00;5720
VD;2017-07-22T06:00:00+02:00;15607
VD;2017-07-22T07:00:00+02:00;23840
VD;2017-07-22T14:00:00+02:00;29853
VD;2017-07-22T19:00:00+02:00;27696
VD;2017-07-22T21:00:00+02:00;20347
VD;2017-07-22T23:00:00+02:00;10711
VD;2017-07-23T05:00:00+02:00;7409
VD;2017-07-23T06:00:00+02:00;11545
VD;2017-07-23T08:00:00+02:00;23565
VD;2017-07-23T10:00:00+02:00;27631
VD;2017-07-23T11:00:00+02:00;24570
VD;2017-07-23T12:00:00+02:00;24555
VD;2017-07-23T16:00:00+02:00;29192
VD;2017-07-23T18:00:00+02:00;29663
VD;2017-07-23T22:00:00+02:00;15127
VD;2017-07-23T23:00:00+02:00;9035
VD;2017-07-24T00:00:00+02:00;7919
VD;2017-07-24T02:00:00+02:00;5848
VD;2017-07-24T05:00:00+02:00;14290
VD;2017-07-24T08:00:00+02:00;37524
VD;2017-07-24T09:00:00+02:00;39515
VD;2017-07-24T12:00:00+02:00;35769
VD;2017-07-24T16:00:00+02:00;35450
VD;2017-07-25T02:00:00+02:00;4686
VD;2017-07-25T08:00:00+02:00;37030
VD;2017-07-25T17:00:00+02:00;34474
VD;2017-07-25T18:00:00+02:00;30100
VD;2017-07-26T00:00:00+02:00;5072
VD;2017-07-26T01:00:00+02:00;5121
VD;2017-07-26T05:00:00+02:00;14500
VD;2017-07-26T06:00:00+02:00;23449
VD;2017-07-26T07:00:00+02:00;32871
VD;2017-07-26T08:00:00+02:00;39699
VD;2017-07-26T11:00:00+02:00;35487
VD;2017-07-26T12:00:00+02:00;35489
VD;2017-07-26T13:00:00+02:00;35161
VD;2017-07-26T15:00:00+02:00;36145
VD;2017-07-26T20:00:00+02:00;24713
VD;2017-07-27T01:00:00+02:00;4962
VD;2017-07-27T02:00:00+02:00;4910
VD;2017-07-27T06:00:00+02:00;23004
VD;2017-07-27T08:00:00+02:00;37408
VD;2017-07-27T11:00:00+02:00;35976
VD;2017-07-27T12:00:00+02:00;35030
VD;2017-07-27T13:00:00+02:00;35369
VD;2017-07-27T16:00:00+02:00;36277
VD;2017-07-27T19:00:00+02:00;27263
VD;2017-07-27T20:00:00+02:00;24202
VD;2017-07-27T22:00:00+02:00;12497
VD;2017-07-28T00:00:00+02:00;5417
VD;2017-07-28T03:00:00+02:00;5485
VD;2017-07-28T04:00:00+02:00;8304
VD;2017-07-28T10:00:00+02:00;38995
VD;2017-07-28T13:00:00+02:00;36986
VD;2017-07-29T00:00:00+02:00;6255
VD;2017-07-29T06:00:00+02:00;14775
VD;2017-07-29T08:00:00+02:00;27583
VD;2017-07-29T09:00:00+02:00;29561
VD;2017-07-29T15:00:00+02:00;28460
VD;2017-07-30T06:00:00+02:00;11389
VD;2017-07-30T08:00:00+02:00;23589
VD;2017-07-30T09:00:00+02:00;26920
VD;2017-07-30T10:00:00+02:00;26252
VD;2017-07-30T11:00:00+02:00;25341
VD;2017-07-30T13:00:00+02:00;25180
VD;2017-07-30T14:00:00+02:00;24811
VD;2017-07-31T01:00:00+02:00;5624
VD;2017-07-31T03:00:00+02:00;5734
VD;2017-07-31T06:00:00+02:00;20372
VD;2017-07-31T08:00:00+02:00;34664
VD;2017-07-31T09:00:00+02:00;37140
VD;2017-07-31T14:00:00+02:00;34317
VD;2017-07-31T19:00:00+02:00;26805
VD;2017-07-31T20:00:00+02:00;22997
VD;2017-07-31T22:00:00+02:00;13969
VD;2017-07-31T23:00:00+02:00;8277
VS;2017-07-01T00:00:00+02:00;1514
VS;2017-07-01T02:00:00+02:00;2195
GE;2017-07-03T17:00:00+02:00;30706
GE;2017-07-03T18:00:00+02:00;24890
GE;2017-07-28T16:00:00+02:00;27079
GE;2017-07-28T19:00:00+02:00;19481
GE;2017-07-29T09:00:00+02:00;20002
GE;2017-07-29T15:00:00+02:00;19792
GE;2017-07-03T12:00:00+02:00;44900
GE;2017-07-02T23:00:00+02:00;4578
GE;2017-07-03T02:00:00+02:00;2336
GE;2017-07-04T02:00:00+02:00;2785
GE;2017-07-02T07:00:00+02:00;12168
GE;2017-07-03T10:00:00+02:00;47579
GE;2017-07-03T14:00:00+02:00;47124
GE;2017-07-02T20:00:00+02:00;16166
GE;2017-07-27T23:00:00+02:00;4497
GE;2017-07-28T01:00:00+02:00;2267
GE;2017-07-28T04:00:00+02:00;3885
GE;2017-07-28T05:00:00+02:00;8343
GE;2017-07-27T22:00:00+02:00;9331
GE;2017-07-28T02:00:00+02:00;2264
GE;2017-07-16T20:00:00+02:00;15378
GE;2017-07-16T13:00:00+02:00;17034
GE;2017-07-17T10:00:00+02:00;32743
GE;2017-07-17T13:00:00+02:00;30519
GE;2017-07-17T14:00:00+02:00;29349
GE;2017-07-17T06:00:00+02:00;17616
BE;2017-07-08T05:00:00+02:00;10413
BE;2017-07-07T13:00:00+02:00;37937
BE;2017-07-07T18:00:00+02:00;32907
BE;2017-07-07T21:00:00+02:00;20455
BE;2017-07-07T22:00:00+02:00;14273
AR;2017-07-25T20:00:00+02:00;860
AR;2017-07-25T22:00:00+02:00;205
AR;2017-07-25T23:00:00+02:00;71
AR;2017-07-26T01:00:00+02:00;58
AR;2017-07-26T03:00:00+02:00;96
GE;2017-07-18T20:00:00+02:00;16713
GE;2017-07-19T07:00:00+02:00;27393
GE;2017-07-19T15:00:00+02:00;30698
GE;2017-07-18T04:00:00+02:00;4579
GE;2017-07-15T15:00:00+02:00;19105
GE;2017-07-15T21:00:00+02:00;11583
GE;2017-07-18T05:00:00+02:00;8953
GE;2017-07-16T11:00:00+02:00;16932
GE;2017-07-15T05:00:00+02:00;4642
GE;2017-07-19T01:00:00+02:00;2394
GE;2017-07-16T12:00:00+02:00;17312
GE;2017-07-15T03:00:00+02:00;2903
GE;2017-07-19T02:00:00+02:00;2340
FR;2017-07-31T15:00:00+02:00;11441
FR;2017-07-31T16:00:00+02:00;11400
FR;2017-07-31T17:00:00+02:00;10899
GE;2017-07-01T09:00:00+02:00;24896
GE;2017-07-16T01:00:00+02:00;3539
GE;2017-07-16T05:00:00+02:00;4077
GE;2017-07-01T18:00:00+02:00;18874
GE;2017-07-01T06:00:00+02:00;10012
GE;2017-07-15T06:00:00+02:00;8357
GE;2017-07-15T02:00:00+02:00;2499
GE;2017-07-06T17:00:00+02:00;27679
GE;2017-07-06T18:00:00+02:00;23050
GE;2017-07-07T15:00:00+02:00;31890
GE;2017-07-07T21:00:00+02:00;15065
GE;2017-07-06T22:00:00+02:00;10097
GE;2017-07-07T01:00:00+02:00;2583
GE;2017-07-07T22:00:00+02:00;11514
GE;2017-07-07T12:00:00+02:00;33382
GE;2017-07-31T07:00:00+02:00;21290
GE;2017-07-31T17:00:00+02:00;22567
GE;2017-07-31T19:00:00+02:00;16563
GE;2017-07-31T11:00:00+02:00;24421
FR;2017-07-25T04:00:00+02:00;2906
GE;2017-07-31T12:00:00+02:00;24811
GL;2017-07-01T04:00:00+02:00;141
FR;2017-07-25T02:00:00+02:00;1457
AG;2017-07-10T20:00:00+02:00;14296
AI;2017-07-09T18:00:00+02:00;396
AI;2017-07-08T11:00:00+02:00;413
AI;2017-07-11T04:00:00+02:00;112
AI;2017-07-11T08:00:00+02:00;460
AI;2017-07-11T09:00:00+02:00;413
AI;2017-07-11T10:00:00+02:00;410
AI;2017-07-11T15:00:00+02:00;400
AI;2017-07-11T16:00:00+02:00;325
AI;2017-07-08T22:00:00+02:00;53
AI;2017-07-08T10:00:00+02:00;408
AI;2017-07-08T13:00:00+02:00;389
AI;2017-07-08T14:00:00+02:00;361
AI;2017-07-08T16:00:00+02:00;327
AI;2017-07-09T07:00:00+02:00;305
AI;2017-07-09T10:00:00+02:00;347
AI;2017-07-09T17:00:00+02:00;315
AI;2017-07-11T00:00:00+02:00;27
AI;2017-07-09T22:00:00+02:00;47
AI;2017-07-10T22:00:00+02:00;60
AR;2017-07-16T10:00:00+02:00;1128
AR;2017-07-16T13:00:00+02:00;1004
AR;2017-07-16T15:00:00+02:00;1094
AR;2017-07-16T19:00:00+02:00;1065
AR;2017-07-15T19:00:00+02:00;988
BE;2017-07-30T08:00:00+02:00;25346
BE;2017-07-30T09:00:00+02:00;27774
BE;2017-07-30T10:00:00+02:00;27501
BE;2017-07-30T11:00:00+02:00;25905
BE;2017-07-30T19:00:00+02:00;27826
BE;2017-07-31T00:00:00+02:00;3538
BE;2017-07-31T01:00:00+02:00;3422
BE;2017-07-31T03:00:00+02:00;3689
BE;2017-07-31T05:00:00+02:00;13523
BE;2017-07-31T06:00:00+02:00;23181
BE;2017-07-31T09:00:00+02:00;37393
BE;2017-07-31T11:00:00+02:00;36107
BE;2017-07-31T14:00:00+02:00;35179
BE;2017-07-31T16:00:00+02:00;35157
BE;2017-07-31T18:00:00+02:00;30352
BE;2017-07-31T19:00:00+02:00;28706
BE;2017-07-31T22:00:00+02:00;13989
BE;2017-07-31T23:00:00+02:00;7859
BE;2017-08-01T00:00:00+02:00;2776
BL;2017-07-01T00:00:00+02:00;761
BL;2017-07-01T12:00:00+02:00;8312
BL;2017-07-01T14:00:00+02:00;7459
BL;2017-07-01T18:00:00+02:00;6148
BL;2017-07-01T20:00:00+02:00;4763
BL;2017-07-01T21:00:00+02:00;3566
BL;2017-07-01T23:00:00+02:00;1887
BL;2017-07-02T05:00:00+02:00;2011
BL;2017-07-02T06:00:00+02:00;3321
BL;2017-07-02T08:00:00+02:00;7243
BL;2017-07-02T09:00:00+02:00;7842
BL;2017-07-02T11:00:00+02:00;7289
BL;2017-07-02T12:00:00+02:00;6833
BL;2017-07-02T13:00:00+02:00;6662
BL;2017-07-02T14:00:00+02:00;6677
BL;2017-07-02T16:00:00+02:00;6679
BL;2017-07-02T18:00:00+02:00;6997
BL;2017-07-02T20:00:00+02:00;5662
BL;2017-07-02T23:00:00+02:00;1143
BL;2017-07-03T02:00:00+02:00;833
BL;2017-07-03T04:00:00+02:00;2862
BL;2017-07-03T06:00:00+02:00;8682
BL;2017-07-03T11:00:00+02:00;11134
BL;2017-07-03T14:00:00+02:00;10233
BL;2017-07-03T16:00:00+02:00;9957
BL;2017-07-03T18:00:00+02:00;7394
BL;2017-07-04T04:00:00+02:00;2834
BL;2017-07-04T06:00:00+02:00;8398
BL;2017-07-04T10:00:00+02:00;10396
BL;2017-07-04T13:00:00+02:00;10064
BL;2017-07-04T15:00:00+02:00;10291
BL;2017-07-04T16:00:00+02:00;9245
BL;2017-07-04T17:00:00+02:00;8315
BL;2017-07-04T19:00:00+02:00;6848
BL;2017-07-04T20:00:00+02:00;6448
BL;2017-07-04T23:00:00+02:00;1083
BL;2017-07-05T00:00:00+02:00;766
BL;2017-07-05T02:00:00+02:00;687
BL;2017-07-05T10:00:00+02:00;10252
BL;2017-07-05T11:00:00+02:00;9944
BL;2017-07-05T13:00:00+02:00;9111
BL;2017-07-05T16:00:00+02:00;9004
BL;2017-07-05T18:00:00+02:00;7036
BL;2017-07-05T20:00:00+02:00;6281
BL;2017-07-06T01:00:00+02:00;800
BL;2017-07-06T02:00:00+02:00;902
BL;2017-07-06T05:00:00+02:00;5587
BL;2017-07-06T09:00:00+02:00;10053
BL;2017-07-06T14:00:00+02:00;9759
BL;2017-07-06T16:00:00+02:00;9883
BL;2017-07-07T00:00:00+02:00;739
BL;2017-07-07T10:00:00+02:00;8248
BL;2017-07-07T18:00:00+02:00;7276
BL;2017-07-08T00:00:00+02:00;1456
BL;2017-07-08T02:00:00+02:00;1386
BL;2017-07-08T03:00:00+02:00;1773
BL;2017-07-08T10:00:00+02:00;8552
BL;2017-07-08T12:00:00+02:00;7390
BL;2017-07-08T13:00:00+02:00;7497
BL;2017-07-08T21:00:00+02:00;4060
BL;2017-07-09T03:00:00+02:00;974
BL;2017-07-09T05:00:00+02:00;2005
BL;2017-07-09T12:00:00+02:00;6840
BL;2017-07-09T13:00:00+02:00;6328
BL;2017-07-09T16:00:00+02:00;6684
BL;2017-07-09T20:00:00+02:00;5643
BL;2017-07-09T21:00:00+02:00;3725
BL;2017-07-10T01:00:00+02:00;865
BL;2017-07-10T03:00:00+02:00;1147
BL;2017-07-10T05:00:00+02:00;5348
BL;2017-07-10T11:00:00+02:00;10475
BL;2017-07-10T13:00:00+02:00;9168
BL;2017-07-10T15:00:00+02:00;9137
BL;2017-07-10T16:00:00+02:00;8614
BL;2017-07-10T18:00:00+02:00;7026
BL;2017-07-10T19:00:00+02:00;6522
BL;2017-07-10T20:00:00+02:00;6019
BL;2017-07-10T23:00:00+02:00;1220
BL;2017-07-11T01:00:00+02:00;658
BL;2017-07-11T03:00:00+02:00;1115
BL;2017-07-11T05:00:00+02:00;4937
VS;2017-07-01T04:00:00+02:00;2844
VS;2017-07-01T06:00:00+02:00;9141
VS;2017-07-01T09:00:00+02:00;16154
VS;2017-07-01T10:00:00+02:00;15751
VS;2017-07-01T13:00:00+02:00;13621
VS;2017-07-01T15:00:00+02:00;14395
VS;2017-07-01T17:00:00+02:00;13924
VS;2017-07-01T19:00:00+02:00;11798
VS;2017-07-01T21:00:00+02:00;7155
VS;2017-07-01T23:00:00+02:00;3402
VS;2017-07-02T00:00:00+02:00;2438
VS;2017-07-02T02:00:00+02:00;2003
VS;2017-07-02T05:00:00+02:00;3411
VS;2017-07-02T10:00:00+02:00;14059
VS;2017-07-02T11:00:00+02:00;13145
VS;2017-07-02T12:00:00+02:00;13122
VS;2017-07-02T15:00:00+02:00;12944
VS;2017-07-02T18:00:00+02:00;13777
VS;2017-07-02T23:00:00+02:00;2300
VS;2017-07-03T01:00:00+02:00;1908
VS;2017-07-03T05:00:00+02:00;7220
VS;2017-07-03T06:00:00+02:00;11705
VS;2017-07-03T08:00:00+02:00;17893
VS;2017-07-03T12:00:00+02:00;18467
VS;2017-07-03T14:00:00+02:00;16526
VS;2017-07-03T15:00:00+02:00;17770
VS;2017-07-03T18:00:00+02:00;15492
VS;2017-07-03T19:00:00+02:00;14992
VS;2017-07-03T22:00:00+02:00;4526
VS;2017-07-04T00:00:00+02:00;2541
VS;2017-07-04T01:00:00+02:00;2132
VS;2017-07-04T03:00:00+02:00;2576
VS;2017-07-04T08:00:00+02:00;17997
VS;2017-07-04T11:00:00+02:00;17520
VS;2017-07-04T14:00:00+02:00;16988
VS;2017-07-04T16:00:00+02:00;17029
VS;2017-07-04T20:00:00+02:00;12269
VS;2017-07-04T23:00:00+02:00;3074
VS;2017-07-05T01:00:00+02:00;2147
VS;2017-07-05T02:00:00+02:00;2317
VS;2017-07-05T03:00:00+02:00;2620
VS;2017-07-05T04:00:00+02:00;4218
VS;2017-07-05T05:00:00+02:00;7603
VS;2017-07-05T07:00:00+02:00;17423
VS;2017-07-05T08:00:00+02:00;18779
VS;2017-07-05T12:00:00+02:00;16384
VS;2017-07-05T18:00:00+02:00;14710
VS;2017-07-06T02:00:00+02:00;2224
VS;2017-07-06T05:00:00+02:00;7277
VS;2017-07-06T08:00:00+02:00;18710
VS;2017-07-06T11:00:00+02:00;17932
VS;2017-07-06T12:00:00+02:00;17688
VS;2017-07-06T13:00:00+02:00;16931
VS;2017-07-06T15:00:00+02:00;16679
VS;2017-07-06T18:00:00+02:00;15456
VS;2017-07-07T01:00:00+02:00;2118
VS;2017-07-07T03:00:00+02:00;2503
VS;2017-07-07T04:00:00+02:00;3995
VS;2017-07-07T07:00:00+02:00;16494
VS;2017-07-07T08:00:00+02:00;15319
VS;2017-07-07T13:00:00+02:00;17272
VS;2017-07-07T14:00:00+02:00;17617
VS;2017-07-07T20:00:00+02:00;11364
VS;2017-07-07T22:00:00+02:00;5870
VS;2017-07-08T00:00:00+02:00;2807
VS;2017-07-08T02:00:00+02:00;2017
VS;2017-07-08T05:00:00+02:00;4668
VS;2017-07-08T07:00:00+02:00;14684
VS;2017-07-08T08:00:00+02:00;17057
VS;2017-07-08T11:00:00+02:00;16444
VS;2017-07-08T13:00:00+02:00;15440
VS;2017-07-08T18:00:00+02:00;13905
VS;2017-07-08T21:00:00+02:00;8732
VS;2017-07-08T23:00:00+02:00;4370
VS;2017-07-09T00:00:00+02:00;3276
VS;2017-07-09T05:00:00+02:00;3647
VS;2017-07-09T06:00:00+02:00;6726
VS;2017-07-09T07:00:00+02:00;10736
VS;2017-07-09T08:00:00+02:00;13415
VS;2017-07-09T11:00:00+02:00;13637
VS;2017-07-09T12:00:00+02:00;12450
VS;2017-07-09T13:00:00+02:00;12546
VS;2017-07-09T15:00:00+02:00;14074
VS;2017-07-09T16:00:00+02:00;14264
VS;2017-07-09T19:00:00+02:00;13559
VS;2017-07-09T22:00:00+02:00;4271
VS;2017-07-10T00:00:00+02:00;2468
VS;2017-07-10T01:00:00+02:00;2044
VS;2017-07-10T03:00:00+02:00;2609
VS;2017-07-10T04:00:00+02:00;4580
VS;2017-07-10T08:00:00+02:00;18740
VS;2017-07-10T11:00:00+02:00;17497
VS;2017-07-10T12:00:00+02:00;17431
VS;2017-07-10T13:00:00+02:00;16571
VS;2017-07-10T14:00:00+02:00;17100
VS;2017-07-10T15:00:00+02:00;18727
VS;2017-07-10T18:00:00+02:00;16428
VS;2017-07-10T23:00:00+02:00;3174
VS;2017-07-11T00:00:00+02:00;2619
VS;2017-07-11T06:00:00+02:00;11504
AR;2017-07-15T20:00:00+02:00;752
AR;2017-07-15T23:00:00+02:00;360
AR;2017-07-16T00:00:00+02:00;241
AG;2017-07-31T15:00:00+02:00;15810
AG;2017-07-31T19:00:00+02:00;11134
AG;2017-07-31T20:00:00+02:00;9994
AI;2017-07-01T07:00:00+02:00;401
AI;2017-07-01T09:00:00+02:00;403
AI;2017-07-01T10:00:00+02:00;395
AI;2017-07-08T00:00:00+02:00;23
AI;2017-07-08T01:00:00+02:00;36
AI;2017-07-08T04:00:00+02:00;73
AI;2017-07-01T06:00:00+02:00;285
AR;2017-07-17T07:00:00+02:00;1241
AR;2017-07-17T08:00:00+02:00;1304
AR;2017-07-17T16:00:00+02:00;1281
AR;2017-07-17T19:00:00+02:00;1240
AR;2017-07-17T05:00:00+02:00;574
AR;2017-07-16T23:00:00+02:00;102
AR;2017-07-17T21:00:00+02:00;469
AR;2017-07-17T01:00:00+02:00;54
AR;2017-07-18T00:00:00+02:00;71
AR;2017-07-17T02:00:00+02:00;62
AI;2017-07-10T05:00:00+02:00;223
AI;2017-07-01T11:00:00+02:00;434
AI;2017-07-10T04:00:00+02:00;113
AI;2017-07-10T08:00:00+02:00;445
AI;2017-07-10T20:00:00+02:00;232
AI;2017-07-10T11:00:00+02:00;384
AI;2017-07-01T00:00:00+02:00;19
AI;2017-07-01T03:00:00+02:00;44
AI;2017-07-09T23:00:00+02:00;33
AI;2017-07-10T00:00:00+02:00;22
AR;2017-07-12T10:00:00+02:00;1175
AR;2017-07-12T15:00:00+02:00;1303
AR;2017-07-12T23:00:00+02:00;2260
AR;2017-07-13T09:00:00+02:00;1283
AR;2017-07-13T06:00:00+02:00;1065
AR;2017-07-12T12:00:00+02:00;1234
AR;2017-07-12T21:00:00+02:00;558
AR;2017-07-13T00:00:00+02:00;226
AR;2017-07-13T01:00:00+02:00;112
AR;2017-07-13T03:00:00+02:00;185
AR;2017-07-19T11:00:00+02:00;1168
AR;2017-07-19T12:00:00+02:00;1030
AR;2017-07-19T20:00:00+02:00;878
AR;2017-07-19T21:00:00+02:00;407
AR;2017-07-20T06:00:00+02:00;862
AG;2017-07-05T09:00:00+02:00;19059
AG;2017-07-05T14:00:00+02:00;17822
AG;2017-07-05T15:00:00+02:00;18691
AG;2017-07-05T20:00:00+02:00;13551
AG;2017-07-05T11:00:00+02:00;19170
AG;2017-07-06T00:00:00+02:00;1760
AG;2017-07-05T01:00:00+02:00;1874
AG;2017-07-05T23:00:00+02:00;2499
AG;2017-07-06T01:00:00+02:00;1335
AI;2017-07-04T19:00:00+02:00;341
AG;2017-07-13T14:00:00+02:00;16046
AG;2017-07-13T18:00:00+02:00;13791
AG;2017-07-13T19:00:00+02:00;13265
AG;2017-07-14T09:00:00+02:00;17874
AG;2017-07-14T13:00:00+02:00;18685
AG;2017-07-14T05:00:00+02:00;8073
AG;2017-07-14T14:00:00+02:00;17048
AG;2017-07-14T06:00:00+02:00;13114
AG;2017-07-14T01:00:00+02:00;1467
AG;2017-07-14T03:00:00+02:00;1925
AG;2017-07-14T19:00:00+02:00;12414
AG;2017-07-15T13:00:00+02:00;12548
AG;2017-07-15T14:00:00+02:00;11846
AG;2017-07-15T16:00:00+02:00;12014
AG;2017-07-05T07:00:00+02:00;19494
AG;2017-07-15T12:00:00+02:00;12583
AG;2017-07-14T21:00:00+02:00;7903
AG;2017-07-15T01:00:00+02:00;1340
AG;2017-07-14T22:00:00+02:00;5013
AG;2017-07-15T06:00:00+02:00;7719
AG;2017-07-17T10:00:00+02:00;17688
AG;2017-07-17T13:00:00+02:00;16939
AG;2017-07-17T19:00:00+02:00;13339
AG;2017-07-18T07:00:00+02:00;16248
AG;2017-07-13T13:00:00+02:00;16388
AG;2017-07-17T09:00:00+02:00;17964
AG;2017-07-18T06:00:00+02:00;13089
AG;2017-07-18T00:00:00+02:00;1514
AG;2017-07-18T01:00:00+02:00;1323
AG;2017-07-18T02:00:00+02:00;1356
AG;2017-07-11T07:00:00+02:00;18419
AG;2017-07-11T08:00:00+02:00;18488
AG;2017-07-11T13:00:00+02:00;17217
