Kanton;Datum und Zeit;Anzahl SMS pro Kanton und Stunde
OW;2017-07-05T00:00:00+02:00;175
OW;2017-07-05T04:00:00+02:00;438
OW;2017-07-05T02:00:00+02:00;189
OW;2017-07-05T11:00:00+02:00;1522
OW;2017-07-05T18:00:00+02:00;1651
OW;2017-07-06T09:00:00+02:00;1522
OW;2017-07-06T05:00:00+02:00;965
OW;2017-07-05T12:00:00+02:00;1628
OW;2017-07-06T00:00:00+02:00;242
OW;2017-07-06T03:00:00+02:00;258
OW;2017-07-06T04:00:00+02:00;462
OW;2017-07-06T01:00:00+02:00;198
OW;2017-07-06T02:00:00+02:00;239
OW;2017-07-11T03:00:00+02:00;234
OW;2017-07-11T04:00:00+02:00;325
GE;2017-07-30T19:00:00+02:00;16082
FR;2017-07-31T14:00:00+02:00;10684
GE;2017-07-30T01:00:00+02:00;3309
GE;2017-07-31T01:00:00+02:00;1725
FR;2017-07-31T12:00:00+02:00;10866
FR;2017-07-30T14:00:00+02:00;7631
FR;2017-07-30T16:00:00+02:00;8148
GE;2017-07-30T06:00:00+02:00;5976
GE;2017-07-29T22:00:00+02:00;9044
GE;2017-07-30T02:00:00+02:00;3267
GE;2017-07-20T20:00:00+02:00;16764
GE;2017-07-21T15:00:00+02:00;29856
GE;2017-07-21T20:00:00+02:00;16245
BS;2017-07-27T01:00:00+02:00;1033
BS;2017-07-27T02:00:00+02:00;1261
BS;2017-07-27T04:00:00+02:00;2924
BS;2017-07-27T05:00:00+02:00;5691
BS;2017-07-27T07:00:00+02:00;11557
BS;2017-07-27T11:00:00+02:00;12562
BS;2017-07-27T13:00:00+02:00;12459
BS;2017-07-27T14:00:00+02:00;11520
BS;2017-07-27T16:00:00+02:00;11087
BS;2017-07-27T19:00:00+02:00;7156
BS;2017-07-28T02:00:00+02:00;1324
BS;2017-07-28T03:00:00+02:00;1715
BS;2017-07-28T04:00:00+02:00;3122
BS;2017-07-28T06:00:00+02:00;8401
BS;2017-07-28T09:00:00+02:00;14183
BS;2017-07-28T10:00:00+02:00;13574
BS;2017-07-28T12:00:00+02:00;12897
BS;2017-07-28T14:00:00+02:00;12085
BS;2017-07-28T22:00:00+02:00;4388
BS;2017-07-28T23:00:00+02:00;3313
BS;2017-07-29T09:00:00+02:00;9100
BS;2017-07-29T13:00:00+02:00;8023
BS;2017-07-29T17:00:00+02:00;6769
BS;2017-07-29T19:00:00+02:00;5980
BS;2017-07-29T21:00:00+02:00;4724
BS;2017-07-30T05:00:00+02:00;2929
BS;2017-07-30T08:00:00+02:00;6315
BS;2017-07-30T11:00:00+02:00;6720
BS;2017-07-30T15:00:00+02:00;7497
BS;2017-07-30T17:00:00+02:00;8306
BS;2017-07-30T18:00:00+02:00;6519
BS;2017-07-30T19:00:00+02:00;6595
BS;2017-07-30T22:00:00+02:00;2788
BS;2017-07-30T23:00:00+02:00;1890
BS;2017-07-31T00:00:00+02:00;1452
BS;2017-07-31T02:00:00+02:00;1115
BS;2017-07-31T04:00:00+02:00;2383
BS;2017-07-31T06:00:00+02:00;6909
BS;2017-07-31T07:00:00+02:00;8840
BS;2017-07-31T13:00:00+02:00;10241
BS;2017-07-31T16:00:00+02:00;8766
BS;2017-07-31T19:00:00+02:00;8544
BS;2017-07-31T22:00:00+02:00;6477
BS;2017-07-31T23:00:00+02:00;3843
FR;2017-07-01T05:00:00+02:00;3625
FR;2017-07-01T06:00:00+02:00;6603
FR;2017-07-01T07:00:00+02:00;9860
FR;2017-07-01T08:00:00+02:00;11548
FR;2017-07-01T10:00:00+02:00;11890
FR;2017-07-01T15:00:00+02:00;10898
FR;2017-07-01T18:00:00+02:00;9461
FR;2017-07-01T19:00:00+02:00;8789
FR;2017-07-01T20:00:00+02:00;8098
AG;2017-07-13T10:00:00+02:00;17498
AG;2017-07-13T20:00:00+02:00;11691
AG;2017-07-14T07:00:00+02:00;17601
AG;2017-07-14T15:00:00+02:00;16870
AG;2017-07-14T16:00:00+02:00;16659
AG;2017-07-13T11:00:00+02:00;16745
AG;2017-07-13T12:00:00+02:00;16437
AG;2017-07-14T12:00:00+02:00;17103
AG;2017-07-13T21:00:00+02:00;7774
AG;2017-07-13T22:00:00+02:00;4544
AG;2017-07-11T06:00:00+02:00;14458
AG;2017-07-11T14:00:00+02:00;16486
AG;2017-07-11T19:00:00+02:00;14093
AG;2017-07-11T12:00:00+02:00;16716
AG;2017-07-11T05:00:00+02:00;9591
AG;2017-07-11T11:00:00+02:00;17617
AG;2017-07-11T23:00:00+02:00;2315
AG;2017-07-12T00:00:00+02:00;1452
AG;2017-07-12T05:00:00+02:00;9189
AG;2017-07-12T02:00:00+02:00;1243
AG;2017-07-19T07:00:00+02:00;15850
AG;2017-07-19T18:00:00+02:00;13428
AG;2017-07-19T11:00:00+02:00;16139
AG;2017-07-19T12:00:00+02:00;14750
AG;2017-07-18T21:00:00+02:00;7617
AG;2017-07-19T00:00:00+02:00;1834
AG;2017-07-19T03:00:00+02:00;2202
AG;2017-07-19T04:00:00+02:00;4386
AG;2017-07-20T00:00:00+02:00;1382
AG;2017-07-20T02:00:00+02:00;1116
AG;2017-07-01T16:00:00+02:00;14251
AG;2017-07-01T17:00:00+02:00;13076
AG;2017-07-01T19:00:00+02:00;11299
AG;2017-07-02T15:00:00+02:00;13519
AG;2017-07-01T21:00:00+02:00;7672
AG;2017-07-01T23:00:00+02:00;3932
AG;2017-07-02T00:00:00+02:00;2204
AG;2017-07-02T04:00:00+02:00;1656
AG;2017-07-02T06:00:00+02:00;5561
AG;2017-07-02T07:00:00+02:00;9034
AG;2017-07-14T20:00:00+02:00;10620
AG;2017-07-15T08:00:00+02:00;13875
BE;2017-07-04T05:00:00+02:00;20470
BE;2017-07-04T09:00:00+02:00;38476
BE;2017-07-04T10:00:00+02:00;40562
BE;2017-07-04T11:00:00+02:00;40022
BE;2017-07-04T21:00:00+02:00;18966
AR;2017-07-21T06:00:00+02:00;831
AR;2017-07-21T14:00:00+02:00;1186
AR;2017-07-21T18:00:00+02:00;1336
AR;2017-07-21T19:00:00+02:00;1309
AR;2017-07-21T21:00:00+02:00;470
AR;2017-07-21T23:00:00+02:00;169
AR;2017-07-22T03:00:00+02:00;100
AR;2017-07-22T04:00:00+02:00;165
UR;2017-07-26T11:00:00+02:00;1511
UR;2017-07-26T12:00:00+02:00;1551
UR;2017-07-26T18:00:00+02:00;1145
UR;2017-07-26T22:00:00+02:00;353
UR;2017-07-27T00:00:00+02:00;92
UR;2017-07-27T01:00:00+02:00;55
UR;2017-07-27T05:00:00+02:00;507
UR;2017-07-27T09:00:00+02:00;1458
UR;2017-07-27T13:00:00+02:00;1628
UR;2017-07-27T14:00:00+02:00;2001
UR;2017-07-27T19:00:00+02:00;956
UR;2017-07-27T22:00:00+02:00;334
UR;2017-07-27T23:00:00+02:00;178
UR;2017-07-28T05:00:00+02:00;614
UR;2017-07-28T07:00:00+02:00;1321
UR;2017-07-28T10:00:00+02:00;1764
UR;2017-07-28T12:00:00+02:00;1900
UR;2017-07-28T15:00:00+02:00;1713
UR;2017-07-28T16:00:00+02:00;1748
UR;2017-07-28T17:00:00+02:00;1564
UR;2017-07-28T21:00:00+02:00;788
UR;2017-07-29T01:00:00+02:00;347
UR;2017-07-29T10:00:00+02:00;1790
UR;2017-07-29T11:00:00+02:00;1814
UR;2017-07-29T12:00:00+02:00;1722
UR;2017-07-29T13:00:00+02:00;1533
UR;2017-07-29T21:00:00+02:00;689
UR;2017-07-29T22:00:00+02:00;419
UR;2017-07-29T23:00:00+02:00;243
UR;2017-07-30T00:00:00+02:00;182
UR;2017-07-30T06:00:00+02:00;681
UR;2017-07-30T07:00:00+02:00;1156
UR;2017-07-30T14:00:00+02:00;1855
UR;2017-07-30T18:00:00+02:00;1458
UR;2017-07-30T20:00:00+02:00;857
UR;2017-07-30T21:00:00+02:00;545
UR;2017-07-30T22:00:00+02:00;318
UR;2017-07-31T08:00:00+02:00;1361
UR;2017-07-31T15:00:00+02:00;1563
UR;2017-07-31T19:00:00+02:00;1085
UR;2017-08-01T00:00:00+02:00;149
VD;2017-07-01T01:00:00+02:00;6731
VD;2017-07-01T05:00:00+02:00;9494
VD;2017-07-01T12:00:00+02:00;32147
VD;2017-07-01T16:00:00+02:00;32003
VD;2017-07-01T18:00:00+02:00;27476
VD;2017-07-01T19:00:00+02:00;25579
VD;2017-07-01T21:00:00+02:00;20429
VD;2017-07-01T23:00:00+02:00;10976
VD;2017-07-02T02:00:00+02:00;5790
VD;2017-07-02T05:00:00+02:00;6899
VD;2017-07-02T08:00:00+02:00;24534
VD;2017-07-02T11:00:00+02:00;27169
VD;2017-07-02T18:00:00+02:00;29119
VD;2017-07-02T21:00:00+02:00;18801
VD;2017-07-03T05:00:00+02:00;18204
VD;2017-07-03T10:00:00+02:00;49391
VD;2017-07-03T15:00:00+02:00;47366
VD;2017-07-03T16:00:00+02:00;45947
VD;2017-07-03T19:00:00+02:00;33908
VD;2017-07-03T21:00:00+02:00;21931
VD;2017-07-03T22:00:00+02:00;14224
VD;2017-07-04T02:00:00+02:00;4560
VD;2017-07-04T03:00:00+02:00;5660
VD;2017-07-04T05:00:00+02:00;19862
VD;2017-07-04T07:00:00+02:00;42946
VD;2017-07-04T08:00:00+02:00;45703
VD;2017-07-04T09:00:00+02:00;44660
VD;2017-07-04T10:00:00+02:00;46813
VD;2017-07-04T14:00:00+02:00;44899
VD;2017-07-04T15:00:00+02:00;43661
VD;2017-07-04T16:00:00+02:00;43236
VD;2017-07-04T17:00:00+02:00;41343
VD;2017-07-04T20:00:00+02:00;28543
VD;2017-07-04T22:00:00+02:00;13376
VD;2017-07-04T23:00:00+02:00;8191
VD;2017-07-05T01:00:00+02:00;3797
VD;2017-07-05T02:00:00+02:00;4379
VD;2017-07-05T09:00:00+02:00;42733
VD;2017-07-05T10:00:00+02:00;43765
VD;2017-07-05T13:00:00+02:00;39516
VD;2017-07-05T16:00:00+02:00;43739
VD;2017-07-05T19:00:00+02:00;30776
VD;2017-07-05T21:00:00+02:00;21191
VD;2017-07-05T22:00:00+02:00;14777
VD;2017-07-05T23:00:00+02:00;8863
VD;2017-07-06T01:00:00+02:00;4517
VD;2017-07-06T02:00:00+02:00;3980
VD;2017-07-06T03:00:00+02:00;4834
VD;2017-07-06T04:00:00+02:00;8022
VD;2017-07-06T07:00:00+02:00;48676
VD;2017-07-06T13:00:00+02:00;40038
FR;2017-07-30T20:00:00+02:00;7091
FR;2017-07-31T00:00:00+02:00;1201
FR;2017-07-31T03:00:00+02:00;1881
FR;2017-07-31T04:00:00+02:00;2613
GE;2017-07-20T23:00:00+02:00;6783
FR;2017-07-31T06:00:00+02:00;7238
FR;2017-07-30T12:00:00+02:00;6885
GE;2017-07-20T18:00:00+02:00;20804
GE;2017-07-20T05:00:00+02:00;11045
GE;2017-07-21T08:00:00+02:00;30074
GE;2017-07-21T11:00:00+02:00;28478
GE;2017-07-20T15:00:00+02:00;30642
GE;2017-07-19T17:00:00+02:00;24789
GE;2017-07-21T01:00:00+02:00;2126
GE;2017-07-21T06:00:00+02:00;17246
GE;2017-07-21T04:00:00+02:00;4344
GE;2017-07-20T22:00:00+02:00;8920
GE;2017-07-09T18:00:00+02:00;17321
GE;2017-07-20T07:00:00+02:00;27057
GE;2017-07-20T08:00:00+02:00;30672
GE;2017-07-20T09:00:00+02:00;33050
GE;2017-07-20T14:00:00+02:00;27619
GE;2017-07-09T17:00:00+02:00;18299
GE;2017-07-09T20:00:00+02:00;15439
GE;2017-07-09T21:00:00+02:00;10907
GE;2017-07-20T00:00:00+02:00;3066
GE;2017-07-19T22:00:00+02:00;9130
GE;2017-07-30T09:00:00+02:00;16761
GE;2017-07-30T14:00:00+02:00;16540
GE;2017-07-30T15:00:00+02:00;16635
GE;2017-07-30T18:00:00+02:00;16934
GE;2017-07-22T00:00:00+02:00;3852
GE;2017-07-21T22:00:00+02:00;9194
GE;2017-07-22T04:00:00+02:00;2894
GE;2017-07-22T05:00:00+02:00;4566
GE;2017-07-22T06:00:00+02:00;8245
GE;2017-07-22T03:00:00+02:00;2344
GE;2017-07-13T18:00:00+02:00;21193
GE;2017-07-14T09:00:00+02:00;31817
GE;2017-07-14T16:00:00+02:00;29529
GE;2017-07-14T19:00:00+02:00;18612
GE;2017-07-14T20:00:00+02:00;16099
GE;2017-07-21T21:00:00+02:00;12817
GE;2017-07-26T05:00:00+02:00;9040
GE;2017-07-25T23:00:00+02:00;4009
GE;2017-07-26T00:00:00+02:00;2505
GE;2017-07-26T04:00:00+02:00;4228
GE;2017-07-22T13:00:00+02:00;20210
GE;2017-07-22T19:00:00+02:00;14607
GE;2017-07-22T20:00:00+02:00;13139
GE;2017-07-26T12:00:00+02:00;27626
GE;2017-07-26T02:00:00+02:00;1923
GE;2017-07-29T18:00:00+02:00;17105
GE;2017-07-29T19:00:00+02:00;15166
GE;2017-07-26T17:00:00+02:00;23152
GE;2017-07-26T21:00:00+02:00;12747
GE;2017-07-27T09:00:00+02:00;31437
GE;2017-07-27T13:00:00+02:00;29258
GE;2017-07-28T22:00:00+02:00;10071
GE;2017-07-28T23:00:00+02:00;6175
GE;2017-07-29T06:00:00+02:00;8076
GE;2017-07-29T02:00:00+02:00;3015
GE;2017-07-27T18:00:00+02:00;20278
GE;2017-07-27T15:00:00+02:00;28227
GE;2017-07-25T10:00:00+02:00;34276
GE;2017-07-25T07:00:00+02:00;24478
GE;2017-07-25T13:00:00+02:00;29546
GE;2017-07-25T16:00:00+02:00;28164
GE;2017-07-27T03:00:00+02:00;2658
GE;2017-07-27T05:00:00+02:00;8773
GE;2017-07-26T23:00:00+02:00;5522
GE;2017-07-27T02:00:00+02:00;2471
GE;2017-07-25T20:00:00+02:00;15340
GE;2017-07-25T21:00:00+02:00;12448
GE;2017-07-25T11:00:00+02:00;29212
GE;2017-07-26T08:00:00+02:00;29345
GE;2017-07-26T09:00:00+02:00;30872
GE;2017-07-26T10:00:00+02:00;32414
GE;2017-07-26T16:00:00+02:00;27492
GE;2017-07-25T03:00:00+02:00;2480
GE;2017-07-25T04:00:00+02:00;4292
GE;2017-07-25T01:00:00+02:00;1623
GE;2017-07-17T17:00:00+02:00;25905
GE;2017-07-17T11:00:00+02:00;28993
GE;2017-07-13T15:00:00+02:00;32319
GE;2017-07-13T16:00:00+02:00;29519
GE;2017-07-17T03:00:00+02:00;2544
GE;2017-07-17T23:00:00+02:00;4655
BE;2017-07-07T08:00:00+02:00;32919
BE;2017-07-07T10:00:00+02:00;32278
BE;2017-07-07T00:00:00+02:00;4209
BE;2017-07-07T01:00:00+02:00;3762
AR;2017-07-26T07:00:00+02:00;1113
AR;2017-07-26T15:00:00+02:00;1071
AR;2017-07-27T09:00:00+02:00;1211
BE;2017-07-07T04:00:00+02:00;9420
AR;2017-07-26T08:00:00+02:00;1083
AR;2017-07-27T04:00:00+02:00;231
AR;2017-07-25T10:00:00+02:00;1041
AR;2017-07-25T13:00:00+02:00;1015
BE;2017-07-05T03:00:00+02:00;4448
BE;2017-07-05T06:00:00+02:00;32176
BE;2017-07-05T07:00:00+02:00;38716
BE;2017-07-05T09:00:00+02:00;38136
BE;2017-07-05T10:00:00+02:00;39866
BE;2017-07-05T13:00:00+02:00;37769
BE;2017-07-05T15:00:00+02:00;39225
BE;2017-07-05T18:00:00+02:00;33417
BE;2017-07-05T22:00:00+02:00;10752
BE;2017-07-06T01:00:00+02:00;3523
BE;2017-07-06T06:00:00+02:00;32195
BE;2017-07-06T07:00:00+02:00;40604
BE;2017-07-06T08:00:00+02:00;43787
BE;2017-07-06T13:00:00+02:00;37586
BE;2017-07-06T14:00:00+02:00;40682
BE;2017-07-06T15:00:00+02:00;40974
BE;2017-07-06T17:00:00+02:00;37865
BE;2017-07-07T03:00:00+02:00;4313
BE;2017-07-07T07:00:00+02:00;37663
BE;2017-07-07T12:00:00+02:00;39792
BE;2017-07-07T14:00:00+02:00;40221
BE;2017-07-07T16:00:00+02:00;40672
BE;2017-07-07T19:00:00+02:00;31822
BE;2017-07-07T20:00:00+02:00;28538
BE;2017-07-08T03:00:00+02:00;3669
BE;2017-07-08T04:00:00+02:00;5832
BE;2017-07-08T09:00:00+02:00;36462
BE;2017-07-08T12:00:00+02:00;29848
BE;2017-07-08T14:00:00+02:00;33909
BE;2017-07-08T20:00:00+02:00;24230
BE;2017-07-08T21:00:00+02:00;17248
BE;2017-07-08T22:00:00+02:00;12536
BE;2017-07-09T01:00:00+02:00;4312
BE;2017-07-09T02:00:00+02:00;3995
BE;2017-07-09T03:00:00+02:00;3984
BE;2017-07-09T04:00:00+02:00;4292
BE;2017-07-09T07:00:00+02:00;21190
BE;2017-07-09T09:00:00+02:00;28338
BE;2017-07-09T14:00:00+02:00;27103
BE;2017-07-09T18:00:00+02:00;31376
BE;2017-07-09T19:00:00+02:00;28974
BE;2017-07-09T21:00:00+02:00;15880
BE;2017-07-09T23:00:00+02:00;5634
BE;2017-07-10T03:00:00+02:00;5074
BE;2017-07-10T07:00:00+02:00;37486
BE;2017-07-10T08:00:00+02:00;38675
BE;2017-07-10T12:00:00+02:00;36099
BE;2017-07-10T13:00:00+02:00;35611
BE;2017-07-10T14:00:00+02:00;36409
BE;2017-07-10T19:00:00+02:00;36619
BE;2017-07-11T09:00:00+02:00;37372
BE;2017-07-11T15:00:00+02:00;41267
BE;2017-07-11T16:00:00+02:00;38546
BE;2017-07-11T18:00:00+02:00;33758
BE;2017-07-12T05:00:00+02:00;17395
BE;2017-07-12T10:00:00+02:00;38675
BE;2017-07-12T14:00:00+02:00;35639
BE;2017-07-12T17:00:00+02:00;36078
BE;2017-07-12T20:00:00+02:00;28717
BE;2017-07-12T21:00:00+02:00;18433
BE;2017-07-13T00:00:00+02:00;4792
BE;2017-07-13T11:00:00+02:00;36256
BE;2017-07-13T12:00:00+02:00;36047
BE;2017-07-13T19:00:00+02:00;31243
BE;2017-07-13T20:00:00+02:00;28570
BE;2017-07-13T22:00:00+02:00;11840
BE;2017-07-13T23:00:00+02:00;7185
BE;2017-07-14T02:00:00+02:00;3712
BE;2017-07-14T03:00:00+02:00;4063
BE;2017-07-14T06:00:00+02:00;26772
BE;2017-07-14T08:00:00+02:00;38568
BE;2017-07-14T11:00:00+02:00;38668
BE;2017-07-14T12:00:00+02:00;35977
BE;2017-07-14T15:00:00+02:00;38611
BE;2017-07-14T18:00:00+02:00;32743
BE;2017-07-14T22:00:00+02:00;13454
BE;2017-07-15T00:00:00+02:00;6024
BE;2017-07-15T09:00:00+02:00;32713
BE;2017-07-15T10:00:00+02:00;33001
BE;2017-07-15T11:00:00+02:00;30653
BE;2017-07-15T15:00:00+02:00;29333
BE;2017-07-15T16:00:00+02:00;29225
BE;2017-07-15T19:00:00+02:00;26269
BE;2017-07-15T20:00:00+02:00;23717
BE;2017-07-15T21:00:00+02:00;17488
BE;2017-07-15T22:00:00+02:00;12112
BE;2017-07-15T23:00:00+02:00;7675
BE;2017-07-16T00:00:00+02:00;5296
BE;2017-07-16T03:00:00+02:00;3406
BE;2017-07-16T04:00:00+02:00;4360
BE;2017-07-16T06:00:00+02:00;12899
BE;2017-07-16T08:00:00+02:00;24498
BE;2017-07-16T09:00:00+02:00;26081
BE;2017-07-16T14:00:00+02:00;24475
BE;2017-07-16T16:00:00+02:00;26874
BE;2017-07-16T19:00:00+02:00;28049
BE;2017-07-16T21:00:00+02:00;15633
BE;2017-07-16T22:00:00+02:00;9643
BE;2017-07-17T03:00:00+02:00;4486
BE;2017-07-17T09:00:00+02:00;36422
VD;2017-07-06T15:00:00+02:00;39945
VD;2017-07-06T16:00:00+02:00;40750
VD;2017-07-06T19:00:00+02:00;31569
VD;2017-07-06T21:00:00+02:00;21865
VD;2017-07-07T03:00:00+02:00;3931
VD;2017-07-07T04:00:00+02:00;7557
VD;2017-07-07T11:00:00+02:00;40620
VD;2017-07-07T15:00:00+02:00;41435
VD;2017-07-07T20:00:00+02:00;26395
VD;2017-07-07T22:00:00+02:00;16535
VD;2017-07-08T02:00:00+02:00;4237
VD;2017-07-08T03:00:00+02:00;3841
VD;2017-07-08T10:00:00+02:00;32856
VD;2017-07-08T11:00:00+02:00;29623
VD;2017-07-08T12:00:00+02:00;29977
VD;2017-07-08T13:00:00+02:00;30481
VD;2017-07-08T14:00:00+02:00;30149
VD;2017-07-08T17:00:00+02:00;28681
VD;2017-07-09T05:00:00+02:00;6003
VD;2017-07-09T07:00:00+02:00;16381
VD;2017-07-09T10:00:00+02:00;26769
VD;2017-07-09T14:00:00+02:00;25766
VD;2017-07-09T18:00:00+02:00;26993
VD;2017-07-09T21:00:00+02:00;15191
VD;2017-07-09T23:00:00+02:00;5348
VD;2017-07-10T00:00:00+02:00;3716
VD;2017-07-10T04:00:00+02:00;6420
VD;2017-07-10T05:00:00+02:00;14424
VD;2017-07-10T10:00:00+02:00;40928
VD;2017-07-10T14:00:00+02:00;37687
VD;2017-07-10T15:00:00+02:00;39518
VD;2017-07-10T17:00:00+02:00;37006
VD;2017-07-11T00:00:00+02:00;4174
VD;2017-07-11T01:00:00+02:00;3432
VD;2017-07-11T04:00:00+02:00;7573
VD;2017-07-11T05:00:00+02:00;15507
VD;2017-07-11T09:00:00+02:00;40098
VD;2017-07-11T10:00:00+02:00;42221
VD;2017-07-11T11:00:00+02:00;38393
VD;2017-07-11T12:00:00+02:00;37430
VD;2017-07-11T15:00:00+02:00;40060
VD;2017-07-11T16:00:00+02:00;38970
VD;2017-07-11T19:00:00+02:00;31188
VD;2017-07-12T00:00:00+02:00;4853
VD;2017-07-12T01:00:00+02:00;3904
VD;2017-07-12T02:00:00+02:00;4021
VD;2017-07-12T08:00:00+02:00;39408
VD;2017-07-12T14:00:00+02:00;38348
VD;2017-07-12T15:00:00+02:00;39562
VD;2017-07-12T18:00:00+02:00;32446
VD;2017-07-12T19:00:00+02:00;30009
VD;2017-07-12T23:00:00+02:00;8442
VD;2017-07-13T08:00:00+02:00;38803
VD;2017-07-13T10:00:00+02:00;41606
VD;2017-07-13T14:00:00+02:00;39581
VD;2017-07-13T16:00:00+02:00;39626
VD;2017-07-13T19:00:00+02:00;31167
VD;2017-07-13T20:00:00+02:00;26934
VD;2017-07-13T22:00:00+02:00;13870
VD;2017-07-14T07:00:00+02:00;34453
VD;2017-07-14T10:00:00+02:00;42620
VD;2017-07-14T12:00:00+02:00;39425
VD;2017-07-14T14:00:00+02:00;39082
VD;2017-07-14T15:00:00+02:00;41118
VD;2017-07-14T18:00:00+02:00;32106
VD;2017-07-14T19:00:00+02:00;30229
VD;2017-07-14T23:00:00+02:00;10278
VD;2017-07-15T00:00:00+02:00;7024
VD;2017-07-15T04:00:00+02:00;6307
VD;2017-07-15T13:00:00+02:00;30294
VD;2017-07-15T16:00:00+02:00;29975
VD;2017-07-15T17:00:00+02:00;29340
VD;2017-07-15T21:00:00+02:00;20522
VD;2017-07-16T04:00:00+02:00;5528
VD;2017-07-16T07:00:00+02:00;17777
VD;2017-07-16T10:00:00+02:00;28496
VD;2017-07-16T11:00:00+02:00;25411
VD;2017-07-16T13:00:00+02:00;26198
VD;2017-07-16T14:00:00+02:00;26475
VD;2017-07-16T17:00:00+02:00;28621
VD;2017-07-16T20:00:00+02:00;24567
VD;2017-07-16T21:00:00+02:00;18453
VD;2017-07-17T04:00:00+02:00;7686
VD;2017-07-17T05:00:00+02:00;14126
VD;2017-07-17T08:00:00+02:00;37822
VD;2017-07-17T15:00:00+02:00;37278
VD;2017-07-17T19:00:00+02:00;27749
VD;2017-07-18T00:00:00+02:00;4532
VD;2017-07-18T01:00:00+02:00;3777
VD;2017-07-18T11:00:00+02:00;37454
VD;2017-07-18T14:00:00+02:00;37903
VD;2017-07-18T15:00:00+02:00;39504
VD;2017-07-19T00:00:00+02:00;7362
VD;2017-07-19T01:00:00+02:00;5719
VD;2017-07-19T04:00:00+02:00;8485
VD;2017-07-19T06:00:00+02:00;25631
VD;2017-07-19T07:00:00+02:00;35528
VD;2017-07-19T08:00:00+02:00;45442
VD;2017-07-19T10:00:00+02:00;44240
VD;2017-07-19T11:00:00+02:00;40576
AR;2017-07-25T16:00:00+02:00;1133
AR;2017-07-25T17:00:00+02:00;1268
AR;2017-07-27T11:00:00+02:00;987
AR;2017-07-25T12:00:00+02:00;1020
AR;2017-07-27T22:00:00+02:00;345
AR;2017-07-27T12:00:00+02:00;986
AR;2017-07-28T03:00:00+02:00;83
AR;2017-07-28T02:00:00+02:00;65
AR;2017-07-26T11:00:00+02:00;1035
AR;2017-07-24T07:00:00+02:00;1085
AR;2017-07-24T05:00:00+02:00;452
AR;2017-07-23T14:00:00+02:00;1003
AR;2017-07-24T13:00:00+02:00;1027
AR;2017-07-26T20:00:00+02:00;879
AR;2017-07-24T04:00:00+02:00;278
AR;2017-07-26T22:00:00+02:00;270
AR;2017-07-27T01:00:00+02:00;71
AR;2017-07-27T03:00:00+02:00;88
AR;2017-07-27T15:00:00+02:00;1202
AR;2017-07-27T19:00:00+02:00;1086
AR;2017-07-28T09:00:00+02:00;1463
AR;2017-07-28T11:00:00+02:00;1531
AR;2017-07-25T05:00:00+02:00;448
AR;2017-07-23T16:00:00+02:00;984
AR;2017-07-24T22:00:00+02:00;283
AR;2017-07-27T23:00:00+02:00;194
AR;2017-07-25T06:00:00+02:00;851
AR;2017-07-25T03:00:00+02:00;66
GE;2017-07-23T05:00:00+02:00;3368
GE;2017-07-23T03:00:00+02:00;2414
GE;2017-07-23T04:00:00+02:00;2726
GE;2017-07-23T01:00:00+02:00;2966
GE;2017-07-23T06:00:00+02:00;5753
GE;2017-07-22T22:00:00+02:00;9037
BE;2017-07-07T06:00:00+02:00;31257
AR;2017-07-23T04:00:00+02:00;111
AR;2017-07-23T09:00:00+02:00;916
AR;2017-07-23T10:00:00+02:00;917
AR;2017-07-21T20:00:00+02:00;803
AR;2017-07-21T22:00:00+02:00;377
AR;2017-07-22T18:00:00+02:00;925
AR;2017-07-22T20:00:00+02:00;656
AR;2017-07-22T06:00:00+02:00;633
AR;2017-07-22T02:00:00+02:00;94
GE;2017-07-11T13:00:00+02:00;31026
GE;2017-07-11T17:00:00+02:00;25764
GE;2017-07-11T11:00:00+02:00;30269
GE;2017-07-23T09:00:00+02:00;16101
GE;2017-07-23T10:00:00+02:00;18365
GE;2017-07-23T14:00:00+02:00;16326
GE;2017-07-11T12:00:00+02:00;30774
GE;2017-07-12T00:00:00+02:00;2547
GE;2017-07-11T04:00:00+02:00;4531
GE;2017-07-22T23:00:00+02:00;6042
GE;2017-07-11T05:00:00+02:00;11105
GE;2017-07-12T19:00:00+02:00;18631
GE;2017-07-13T07:00:00+02:00;26195
GE;2017-07-13T09:00:00+02:00;32459
GE;2017-07-13T10:00:00+02:00;35312
GE;2017-07-11T07:00:00+02:00;27380
GE;2017-07-11T10:00:00+02:00;34725
GE;2017-07-11T06:00:00+02:00;19617
GE;2017-07-13T01:00:00+02:00;2316
GE;2017-07-12T02:00:00+02:00;2093
GE;2017-07-10T15:00:00+02:00;30653
GE;2017-07-10T16:00:00+02:00;31591
GE;2017-07-10T17:00:00+02:00;26551
GE;2017-07-10T19:00:00+02:00;19035
GE;2017-07-10T11:00:00+02:00;31441
GE;2017-07-12T08:00:00+02:00;31149
GE;2017-07-12T14:00:00+02:00;30137
GE;2017-07-12T15:00:00+02:00;30010
GE;2017-07-12T16:00:00+02:00;29226
GE;2017-07-11T01:00:00+02:00;2359
GE;2017-07-14T11:00:00+02:00;29098
GE;2017-07-18T10:00:00+02:00;34695
GE;2017-07-18T15:00:00+02:00;30226
GE;2017-07-18T17:00:00+02:00;26494
GE;2017-07-14T12:00:00+02:00;29643
GE;2017-07-14T03:00:00+02:00;2648
BE;2017-07-09T16:00:00+02:00;30512
