Kanton;Datum und Zeit;Anzahl Anrufe pro Kanton und Stunde
SO;2017-07-09T22:00:00+02:00;1921
SO;2017-07-10T01:00:00+02:00;395
SO;2017-07-10T04:00:00+02:00;2463
SO;2017-07-10T05:00:00+02:00;7931
SO;2017-07-10T10:00:00+02:00;27003
SO;2017-07-10T13:00:00+02:00;31651
SO;2017-07-10T19:00:00+02:00;12060
SO;2017-07-10T20:00:00+02:00;7508
SO;2017-07-10T23:00:00+02:00;925
SO;2017-07-11T00:00:00+02:00;506
SO;2017-07-11T01:00:00+02:00;374
SO;2017-07-11T02:00:00+02:00;406
SO;2017-07-11T05:00:00+02:00;8196
OW;2017-07-22T05:00:00+02:00;512
OW;2017-07-22T06:00:00+02:00;1619
OW;2017-07-22T02:00:00+02:00;127
OW;2017-07-18T05:00:00+02:00;1122
OW;2017-07-17T05:00:00+02:00;1164
OW;2017-07-17T11:00:00+02:00;4136
OW;2017-07-17T13:00:00+02:00;4483
OW;2017-07-17T14:00:00+02:00;5019
OW;2017-07-17T19:00:00+02:00;2426
OW;2017-07-17T06:00:00+02:00;3214
OW;2017-07-17T21:00:00+02:00;587
OW;2017-07-18T03:00:00+02:00;126
OW;2017-07-18T04:00:00+02:00;403
OW;2017-07-28T17:00:00+02:00;3846
OW;2017-07-29T04:00:00+02:00;176
OW;2017-07-28T21:00:00+02:00;748
OW;2017-07-29T00:00:00+02:00;152
OW;2017-07-29T01:00:00+02:00;84
OW;2017-07-16T07:00:00+02:00;1614
OW;2017-07-16T18:00:00+02:00;2665
OW;2017-07-16T19:00:00+02:00;2093
OW;2017-07-16T20:00:00+02:00;1243
OW;2017-07-15T21:00:00+02:00;753
OW;2017-07-16T12:00:00+02:00;2626
OW;2017-07-16T06:00:00+02:00;821
OW;2017-07-16T22:00:00+02:00;188
OW;2017-07-17T01:00:00+02:00;56
OW;2017-07-16T02:00:00+02:00;155
OW;2017-07-13T05:00:00+02:00;1391
OW;2017-07-12T15:00:00+02:00;5603
OW;2017-07-12T17:00:00+02:00;3919
OW;2017-07-12T18:00:00+02:00;3090
OW;2017-07-12T19:00:00+02:00;2226
OW;2017-07-13T08:00:00+02:00;5189
OW;2017-07-14T08:00:00+02:00;5124
OW;2017-07-14T09:00:00+02:00;5209
OW;2017-07-13T20:00:00+02:00;1263
OW;2017-07-13T21:00:00+02:00;588
OW;2017-07-27T17:00:00+02:00;3793
OW;2017-07-27T19:00:00+02:00;2241
OW;2017-07-28T07:00:00+02:00;3924
OW;2017-07-28T08:00:00+02:00;5082
OW;2017-07-28T15:00:00+02:00;5239
OW;2017-07-28T03:00:00+02:00;127
OW;2017-07-28T12:00:00+02:00;4759
OW;2017-07-27T22:00:00+02:00;325
OW;2017-07-30T18:00:00+02:00;2687
OW;2017-07-29T18:00:00+02:00;3218
OW;2017-07-30T07:00:00+02:00;1608
OW;2017-07-30T08:00:00+02:00;2291
OW;2017-07-30T11:00:00+02:00;2643
OW;2017-07-30T16:00:00+02:00;2660
OW;2017-07-30T02:00:00+02:00;331
OW;2017-07-31T07:00:00+02:00;4217
OW;2017-07-31T08:00:00+02:00;5349
OW;2017-07-31T17:00:00+02:00;4051
OW;2017-07-31T18:00:00+02:00;3686
OW;2017-07-31T23:00:00+02:00;1013
SG;2017-07-01T00:00:00+02:00;1861
SG;2017-07-01T06:00:00+02:00;13176
OW;2017-07-31T09:00:00+02:00;5115
OW;2017-07-31T16:00:00+02:00;4686
OW;2017-07-31T03:00:00+02:00;120
SG;2017-07-01T08:00:00+02:00;35529
SG;2017-07-01T16:00:00+02:00;32574
SG;2017-07-01T21:00:00+02:00;10916
SG;2017-07-02T10:00:00+02:00;22928
SG;2017-07-02T13:00:00+02:00;21925
SG;2017-07-02T00:00:00+02:00;4785
SG;2017-07-02T08:00:00+02:00;17071
SG;2017-07-01T12:00:00+02:00;38325
SG;2017-07-02T01:00:00+02:00;4379
SG;2017-07-01T22:00:00+02:00;8604
SG;2017-07-03T05:00:00+02:00;18511
SG;2017-07-03T11:00:00+02:00;49843
SG;2017-07-03T17:00:00+02:00;47202
SG;2017-07-03T18:00:00+02:00;36037
SG;2017-07-03T19:00:00+02:00;26302
SG;2017-07-03T06:00:00+02:00;43223
SH;2017-07-27T05:00:00+02:00;1479
SH;2017-07-26T18:00:00+02:00;3828
SH;2017-07-26T19:00:00+02:00;2982
SH;2017-07-27T11:00:00+02:00;5517
SH;2017-07-27T13:00:00+02:00;6501
SH;2017-07-27T16:00:00+02:00;6113
SH;2017-07-27T17:00:00+02:00;4697
SH;2017-07-27T18:00:00+02:00;3730
SH;2017-07-26T22:00:00+02:00;555
SH;2017-07-27T12:00:00+02:00;6747
SH;2017-07-26T05:00:00+02:00;1436
SH;2017-07-25T09:00:00+02:00;7177
SH;2017-07-25T20:00:00+02:00;1929
SH;2017-07-26T07:00:00+02:00;5656
SH;2017-07-26T13:00:00+02:00;6750
SH;2017-07-26T14:00:00+02:00;6781
SH;2017-07-26T16:00:00+02:00;5965
SH;2017-07-25T12:00:00+02:00;6637
SH;2017-07-25T23:00:00+02:00;284
SH;2017-07-26T02:00:00+02:00;119
SH;2017-07-31T08:00:00+02:00;5796
GR;2017-07-22T23:00:00+02:00;3413
GR;2017-07-23T01:00:00+02:00;1728
GR;2017-07-23T05:00:00+02:00;1786
GR;2017-07-23T06:00:00+02:00;4470
GR;2017-07-23T07:00:00+02:00;9841
GR;2017-07-23T10:00:00+02:00;16382
GR;2017-07-23T12:00:00+02:00;14232
GR;2017-07-23T04:00:00+02:00;940
GR;2017-07-15T13:00:00+02:00;18788
GR;2017-07-15T14:00:00+02:00;19508
GR;2017-07-15T16:00:00+02:00;20334
GR;2017-07-15T17:00:00+02:00;18010
GR;2017-07-16T09:00:00+02:00;16513
GR;2017-07-15T21:00:00+02:00;5065
GR;2017-07-15T23:00:00+02:00;2326
GR;2017-07-16T00:00:00+02:00;1601
GR;2017-07-16T07:00:00+02:00;9160
GR;2017-07-16T04:00:00+02:00;808
GR;2017-07-22T08:00:00+02:00;22249
GR;2017-07-22T09:00:00+02:00;24600
GR;2017-07-22T11:00:00+02:00;21037
GR;2017-07-22T13:00:00+02:00;20438
GR;2017-07-22T17:00:00+02:00;18706
GR;2017-07-22T05:00:00+02:00;2992
GR;2017-07-22T21:00:00+02:00;6356
GR;2017-07-21T23:00:00+02:00;3436
GR;2017-07-22T00:00:00+02:00;2413
GR;2017-07-22T03:00:00+02:00;839
GR;2017-07-20T07:00:00+02:00;28543
GR;2017-07-20T14:00:00+02:00;29510
GR;2017-07-20T17:00:00+02:00;25508
GR;2017-07-20T18:00:00+02:00;19912
GR;2017-07-21T15:00:00+02:00;34058
GR;2017-07-21T16:00:00+02:00;30600
GR;2017-07-21T18:00:00+02:00;20761
GR;2017-07-20T21:00:00+02:00;5154
GR;2017-07-21T11:00:00+02:00;26999
GR;2017-07-21T21:00:00+02:00;7067
GR;2017-07-26T08:00:00+02:00;32471
GR;2017-07-26T11:00:00+02:00;23338
GR;2017-07-26T13:00:00+02:00;29731
GR;2017-07-26T15:00:00+02:00;32852
GR;2017-07-26T16:00:00+02:00;29776
GR;2017-07-26T17:00:00+02:00;23245
GR;2017-07-26T18:00:00+02:00;17831
GR;2017-07-26T10:00:00+02:00;26558
GR;2017-07-26T21:00:00+02:00;3651
GR;2017-07-26T22:00:00+02:00;1618
GR;2017-07-27T21:00:00+02:00;4099
GR;2017-07-27T23:00:00+02:00;1133
GR;2017-07-28T00:00:00+02:00;625
GR;2017-07-14T08:00:00+02:00;33037
GR;2017-07-14T09:00:00+02:00;34794
GR;2017-07-14T11:00:00+02:00;25224
GR;2017-07-15T08:00:00+02:00;20858
GR;2017-07-14T10:00:00+02:00;28624
GR;2017-07-14T20:00:00+02:00;8974
GR;2017-07-15T05:00:00+02:00;2422
GR;2017-07-15T12:00:00+02:00;19247
GR;2017-07-14T22:00:00+02:00;2837
GR;2017-07-15T02:00:00+02:00;811
GR;2017-07-16T14:00:00+02:00;14769
GR;2017-07-16T16:00:00+02:00;18599
GR;2017-07-16T18:00:00+02:00;16428
GR;2017-07-16T19:00:00+02:00;12623
GR;2017-07-16T20:00:00+02:00;8016
GR;2017-07-16T12:00:00+02:00;14424
GR;2017-07-16T21:00:00+02:00;3463
GR;2017-07-17T10:00:00+02:00;28263
GR;2017-07-16T22:00:00+02:00;1648
GR;2017-07-17T00:00:00+02:00;422
GR;2017-07-17T18:00:00+02:00;19238
GR;2017-07-18T06:00:00+02:00;19814
GR;2017-07-18T09:00:00+02:00;35637
GR;2017-07-18T11:00:00+02:00;24330
GR;2017-07-18T13:00:00+02:00;29568
GR;2017-07-18T15:00:00+02:00;34194
GR;2017-07-17T12:00:00+02:00;30717
GR;2017-07-17T20:00:00+02:00;9061
GR;2017-07-17T23:00:00+02:00;795
GR;2017-07-18T02:00:00+02:00;357
GR;2017-07-18T16:00:00+02:00;31225
GR;2017-07-18T19:00:00+02:00;15250
GR;2017-07-19T13:00:00+02:00;29958
GR;2017-07-19T16:00:00+02:00;33401
GR;2017-07-19T04:00:00+02:00;1513
GR;2017-07-19T10:00:00+02:00;28546
GR;2017-07-19T23:00:00+02:00;1017
GR;2017-07-18T22:00:00+02:00;1709
GR;2017-07-19T22:00:00+02:00;1837
GR;2017-07-20T00:00:00+02:00;526
GR;2017-07-27T13:00:00+02:00;30181
GR;2017-07-27T14:00:00+02:00;32284
GR;2017-07-27T15:00:00+02:00;34007
GR;2017-07-27T12:00:00+02:00;29893
GR;2017-07-27T20:00:00+02:00;8672
GR;2017-07-27T00:00:00+02:00;471
GR;2017-07-28T09:00:00+02:00;35827
GR;2017-07-28T16:00:00+02:00;31986
GR;2017-07-28T19:00:00+02:00;14674
SO;2017-07-11T07:00:00+02:00;26856
SO;2017-07-11T08:00:00+02:00;30790
SO;2017-07-11T14:00:00+02:00;32880
SO;2017-07-11T15:00:00+02:00;33402
SO;2017-07-11T19:00:00+02:00;13103
SO;2017-07-12T00:00:00+02:00;551
SO;2017-07-12T01:00:00+02:00;399
SO;2017-07-12T07:00:00+02:00;26436
SO;2017-07-12T13:00:00+02:00;30882
SO;2017-07-12T18:00:00+02:00;16962
SO;2017-07-12T23:00:00+02:00;1094
SO;2017-07-13T01:00:00+02:00;404
SO;2017-07-13T07:00:00+02:00;25793
SO;2017-07-13T08:00:00+02:00;29611
SO;2017-07-13T14:00:00+02:00;30709
SO;2017-07-13T20:00:00+02:00;9048
SO;2017-07-13T23:00:00+02:00;1350
SO;2017-07-14T00:00:00+02:00;619
SO;2017-07-14T02:00:00+02:00;433
SO;2017-07-14T03:00:00+02:00;732
SO;2017-07-14T05:00:00+02:00;7330
SO;2017-07-14T09:00:00+02:00;31182
SO;2017-07-14T10:00:00+02:00;26495
SO;2017-07-14T12:00:00+02:00;29670
SO;2017-07-14T13:00:00+02:00;29159
SO;2017-07-14T16:00:00+02:00;24632
SO;2017-07-14T17:00:00+02:00;19507
SO;2017-07-14T20:00:00+02:00;8517
SO;2017-07-14T23:00:00+02:00;1914
SO;2017-07-15T04:00:00+02:00;1020
SO;2017-07-15T07:00:00+02:00;10035
SO;2017-07-15T08:00:00+02:00;14726
SO;2017-07-15T10:00:00+02:00;16915
SO;2017-07-15T15:00:00+02:00;15169
SO;2017-07-15T17:00:00+02:00;12396
SO;2017-07-15T23:00:00+02:00;2071
SO;2017-07-16T02:00:00+02:00;682
SO;2017-07-16T05:00:00+02:00;1015
SO;2017-07-16T10:00:00+02:00;10785
SO;2017-07-16T11:00:00+02:00;10189
SO;2017-07-16T12:00:00+02:00;10028
SO;2017-07-16T16:00:00+02:00;11782
SO;2017-07-16T19:00:00+02:00;10009
SO;2017-07-16T22:00:00+02:00;1950
SO;2017-07-17T01:00:00+02:00;354
SO;2017-07-17T03:00:00+02:00;787
SO;2017-07-17T07:00:00+02:00;24794
SO;2017-07-17T19:00:00+02:00;12433
SO;2017-07-17T20:00:00+02:00;8654
SO;2017-07-18T03:00:00+02:00;668
SO;2017-07-18T04:00:00+02:00;2195
SO;2017-07-18T06:00:00+02:00;17316
SO;2017-07-18T08:00:00+02:00;28550
SO;2017-07-18T10:00:00+02:00;24460
SO;2017-07-18T11:00:00+02:00;22855
SO;2017-07-18T12:00:00+02:00;26126
SO;2017-07-18T14:00:00+02:00;28785
SO;2017-07-18T15:00:00+02:00;29215
SO;2017-07-18T16:00:00+02:00;25155
SO;2017-07-18T19:00:00+02:00;12718
SO;2017-07-18T20:00:00+02:00;8646
SO;2017-07-19T02:00:00+02:00;400
SO;2017-07-19T13:00:00+02:00;27797
SO;2017-07-19T16:00:00+02:00;25698
SO;2017-07-19T23:00:00+02:00;1055
SO;2017-07-20T02:00:00+02:00;473
SO;2017-07-20T04:00:00+02:00;2040
SO;2017-07-20T06:00:00+02:00;15808
SO;2017-07-20T07:00:00+02:00;22494
SO;2017-07-20T08:00:00+02:00;26482
SO;2017-07-20T09:00:00+02:00;28649
SO;2017-07-20T12:00:00+02:00;27138
SO;2017-07-20T13:00:00+02:00;27047
SO;2017-07-20T21:00:00+02:00;4446
SO;2017-07-20T23:00:00+02:00;1224
SO;2017-07-21T02:00:00+02:00;496
SO;2017-07-21T09:00:00+02:00;28616
SO;2017-07-21T10:00:00+02:00;25315
SO;2017-07-21T20:00:00+02:00;7064
SO;2017-07-21T21:00:00+02:00;4577
SO;2017-07-21T22:00:00+02:00;2850
SO;2017-07-22T04:00:00+02:00;913
SO;2017-07-22T06:00:00+02:00;4817
SO;2017-07-22T08:00:00+02:00;13823
SO;2017-07-22T10:00:00+02:00;16338
SO;2017-07-22T12:00:00+02:00;14641
SO;2017-07-22T14:00:00+02:00;14053
SO;2017-07-22T15:00:00+02:00;14572
SO;2017-07-22T17:00:00+02:00;11675
SO;2017-07-23T02:00:00+02:00;1326
SO;2017-07-23T06:00:00+02:00;1915
SO;2017-07-23T09:00:00+02:00;8683
SO;2017-07-23T14:00:00+02:00;9204
SO;2017-07-23T18:00:00+02:00;10229
SO;2017-07-23T19:00:00+02:00;7851
SO;2017-07-24T03:00:00+02:00;788
SO;2017-07-24T04:00:00+02:00;1868
SO;2017-07-24T05:00:00+02:00;5672
SO;2017-07-24T06:00:00+02:00;14415
SO;2017-07-24T08:00:00+02:00;25630
SH;2017-07-31T09:00:00+02:00;6073
SH;2017-07-31T11:00:00+02:00;5302
SH;2017-07-31T13:00:00+02:00;6092
SH;2017-07-30T17:00:00+02:00;3377
SH;2017-07-31T06:00:00+02:00;2589
SH;2017-07-30T22:00:00+02:00;499
SH;2017-07-31T01:00:00+02:00;85
SH;2017-07-24T05:00:00+02:00;1531
SH;2017-07-24T08:00:00+02:00;6860
SH;2017-07-24T09:00:00+02:00;8209
SH;2017-07-24T17:00:00+02:00;5324
SH;2017-07-25T01:00:00+02:00;123
SH;2017-07-25T03:00:00+02:00;205
SH;2017-07-25T04:00:00+02:00;467
SH;2017-07-25T06:00:00+02:00;3832
SH;2017-07-24T02:00:00+02:00;100
SH;2017-07-25T02:00:00+02:00;84
SH;2017-07-23T08:00:00+02:00;2160
SH;2017-07-23T11:00:00+02:00;2887
SH;2017-07-23T13:00:00+02:00;3039
SH;2017-07-23T16:00:00+02:00;3306
SH;2017-07-23T20:00:00+02:00;1382
SH;2017-07-23T05:00:00+02:00;325
SH;2017-07-23T23:00:00+02:00;263
SH;2017-07-23T01:00:00+02:00;302
SH;2017-07-23T06:00:00+02:00;550
SH;2017-07-23T02:00:00+02:00;239
SH;2017-07-29T16:00:00+02:00;4108
SH;2017-07-29T20:00:00+02:00;1989
SH;2017-07-29T21:00:00+02:00;1206
SH;2017-07-30T08:00:00+02:00;2489
SH;2017-07-30T09:00:00+02:00;3222
SH;2017-07-30T14:00:00+02:00;3157
SH;2017-07-29T19:00:00+02:00;2649
SH;2017-07-30T05:00:00+02:00;294
SO;2017-07-01T08:00:00+02:00;18297
SO;2017-07-01T11:00:00+02:00;18862
SH;2017-07-31T14:00:00+02:00;6062
SO;2017-07-01T04:00:00+02:00;1385
SO;2017-07-01T12:00:00+02:00;18478
SH;2017-07-31T16:00:00+02:00;5736
SH;2017-07-31T22:00:00+02:00;1029
SH;2017-07-31T23:00:00+02:00;657
SO;2017-07-01T00:00:00+02:00;736
SO;2017-07-01T06:00:00+02:00;5991
SO;2017-07-04T05:00:00+02:00;9540
SO;2017-07-04T09:00:00+02:00;34358
SO;2017-07-04T10:00:00+02:00;30099
SO;2017-07-04T11:00:00+02:00;27840
SO;2017-07-03T19:00:00+02:00;14064
SO;2017-07-04T04:00:00+02:00;2739
SO;2017-07-04T06:00:00+02:00;22527
SO;2017-07-04T12:00:00+02:00;32875
SO;2017-07-03T22:00:00+02:00;2287
SO;2017-07-04T02:00:00+02:00;482
SO;2017-07-01T15:00:00+02:00;17714
SO;2017-07-01T16:00:00+02:00;16824
SO;2017-07-02T10:00:00+02:00;11482
SO;2017-07-02T14:00:00+02:00;12048
SO;2017-07-02T16:00:00+02:00;13576
SO;2017-07-01T14:00:00+02:00;18424
SO;2017-07-02T05:00:00+02:00;1504
SO;2017-07-02T00:00:00+02:00;1733
SO;2017-07-02T07:00:00+02:00;5620
SO;2017-07-02T03:00:00+02:00;750
SO;2017-07-03T11:00:00+02:00;27739
SO;2017-07-02T18:00:00+02:00;12300
SO;2017-07-03T15:00:00+02:00;35802
SO;2017-07-03T16:00:00+02:00;31926
SO;2017-07-03T17:00:00+02:00;24165
SO;2017-07-03T18:00:00+02:00;18735
SO;2017-07-02T19:00:00+02:00;9640
SO;2017-07-03T04:00:00+02:00;2718
SO;2017-07-03T13:00:00+02:00;33124
SO;2017-07-03T12:00:00+02:00;32595
TG;2017-07-27T01:00:00+02:00;295
TG;2017-07-27T03:00:00+02:00;621
TG;2017-07-27T02:00:00+02:00;420
AG;2017-07-31T10:00:00+02:00;43584
AG;2017-07-20T14:00:00+02:00;58503
AG;2017-07-19T19:00:00+02:00;25830
AG;2017-07-31T21:00:00+02:00;9820
AI;2017-07-04T19:00:00+02:00;615
AI;2017-07-04T21:00:00+02:00;133
AI;2017-07-04T23:00:00+02:00;20
AI;2017-07-05T01:00:00+02:00;19
AI;2017-07-05T00:00:00+02:00;9
AG;2017-07-17T11:00:00+02:00;52529
AG;2017-07-17T13:00:00+02:00;65542
AG;2017-07-17T16:00:00+02:00;58872
AG;2017-07-17T19:00:00+02:00;27327
AG;2017-07-18T07:00:00+02:00;59117
AG;2017-07-17T10:00:00+02:00;57409
AG;2017-07-18T09:00:00+02:00;69051
AG;2017-07-18T01:00:00+02:00;1121
AG;2017-07-17T01:00:00+02:00;912
AG;2017-07-17T02:00:00+02:00;1128
AG;2017-07-12T14:00:00+02:00;76449
AG;2017-07-13T18:00:00+02:00;38814
AG;2017-07-13T19:00:00+02:00;29147
GR;2017-07-28T04:00:00+02:00;1478
GR;2017-07-28T20:00:00+02:00;9600
GR;2017-07-28T21:00:00+02:00;4816
GR;2017-07-29T00:00:00+02:00;787
GR;2017-07-28T02:00:00+02:00;404
GR;2017-07-29T11:00:00+02:00;21629
GR;2017-07-29T13:00:00+02:00;21441
GR;2017-07-29T16:00:00+02:00;24048
GR;2017-07-29T19:00:00+02:00;13270
GR;2017-07-29T05:00:00+02:00;2908
GR;2017-07-29T20:00:00+02:00;8592
GR;2017-07-29T01:00:00+02:00;582
GR;2017-07-29T02:00:00+02:00;505
NE;2017-07-26T08:00:00+02:00;18229
NE;2017-07-26T11:00:00+02:00;14079
NE;2017-07-26T13:00:00+02:00;18029
NE;2017-07-26T14:00:00+02:00;18225
NE;2017-07-26T17:00:00+02:00;13356
NE;2017-07-26T05:00:00+02:00;2770
NE;2017-07-26T10:00:00+02:00;18157
NE;2017-07-26T12:00:00+02:00;17383
NE;2017-07-26T00:00:00+02:00;600
NE;2017-07-26T02:00:00+02:00;392
NE;2017-07-28T11:00:00+02:00;14472
NE;2017-07-28T15:00:00+02:00;18122
NE;2017-07-28T16:00:00+02:00;16036
NE;2017-07-28T10:00:00+02:00;18086
NE;2017-07-28T19:00:00+02:00;7583
NE;2017-07-29T00:00:00+02:00;1140
NE;2017-07-28T22:00:00+02:00;2561
NE;2017-07-29T03:00:00+02:00;598
NE;2017-07-29T02:00:00+02:00;695
NE;2017-07-30T00:00:00+02:00;1399
NE;2017-07-30T06:00:00+02:00;1820
NE;2017-07-30T07:00:00+02:00;3567
NE;2017-07-30T11:00:00+02:00;7125
NE;2017-07-30T15:00:00+02:00;8877
NE;2017-07-30T20:00:00+02:00;4638
NE;2017-07-30T03:00:00+02:00;718
NE;2017-07-30T10:00:00+02:00;8441
NE;2017-07-31T00:00:00+02:00;522
NW;2017-07-01T07:00:00+02:00;2567
NW;2017-07-01T17:00:00+02:00;3023
NW;2017-07-02T09:00:00+02:00;2214
NW;2017-07-02T14:00:00+02:00;1982
NW;2017-07-02T01:00:00+02:00;541
NW;2017-07-01T03:00:00+02:00;160
NW;2017-07-01T04:00:00+02:00;188
NW;2017-07-02T00:00:00+02:00;669
NW;2017-07-02T04:00:00+02:00;236
NW;2017-07-03T13:00:00+02:00;5964
NW;2017-07-03T14:00:00+02:00;6366
NW;2017-07-04T06:00:00+02:00;4255
NW;2017-07-04T08:00:00+02:00;6393
NW;2017-07-04T00:00:00+02:00;102
NW;2017-07-04T04:00:00+02:00;404
NW;2017-07-03T22:00:00+02:00;279
NW;2017-07-04T02:00:00+02:00;94
AI;2017-07-11T15:00:00+02:00;1265
AI;2017-07-12T08:00:00+02:00;1200
AI;2017-07-12T09:00:00+02:00;1233
AI;2017-07-12T16:00:00+02:00;1133
AI;2017-07-12T18:00:00+02:00;689
AI;2017-07-11T21:00:00+02:00;71
AI;2017-07-12T10:00:00+02:00;970
AI;2017-07-12T22:00:00+02:00;48
AI;2017-07-12T02:00:00+02:00;7
BE;2017-07-01T06:00:00+02:00;27461
BE;2017-07-01T07:00:00+02:00;54489
AR;2017-07-31T06:00:00+02:00;1685
AR;2017-07-31T09:00:00+02:00;3247
AR;2017-07-31T19:00:00+02:00;1693
BE;2017-07-01T03:00:00+02:00;4580
BE;2017-07-01T04:00:00+02:00;6959
BE;2017-07-01T10:00:00+02:00;96650
AR;2017-07-31T23:00:00+02:00;344
BE;2017-07-01T02:00:00+02:00;5556
BE;2017-07-05T17:00:00+02:00;111240
BE;2017-07-06T11:00:00+02:00;125552
BE;2017-07-06T13:00:00+02:00;146229
BE;2017-07-06T14:00:00+02:00;154257
BE;2017-07-05T18:00:00+02:00;85439
BE;2017-07-06T10:00:00+02:00;134118
BE;2017-07-06T12:00:00+02:00;143289
BE;2017-07-06T21:00:00+02:00;26882
BE;2017-07-05T22:00:00+02:00;10219
BE;2017-07-06T02:00:00+02:00;2273
BE;2017-07-07T08:00:00+02:00;119796
BE;2017-07-07T17:00:00+02:00;106789
BE;2017-07-07T05:00:00+02:00;33265
BE;2017-07-07T12:00:00+02:00;148027
BE;2017-07-07T19:00:00+02:00;66922
BE;2017-07-08T05:00:00+02:00;11038
BE;2017-07-07T01:00:00+02:00;2947
BE;2017-07-08T00:00:00+02:00;7215
BE;2017-07-07T02:00:00+02:00;2534
BE;2017-07-08T02:00:00+02:00;3715
BE;2017-07-03T15:00:00+02:00;154244
BE;2017-07-03T16:00:00+02:00;139532
BE;2017-07-03T17:00:00+02:00;108067
SO;2017-07-24T09:00:00+02:00;26404
SO;2017-07-24T11:00:00+02:00;20521
SO;2017-07-24T13:00:00+02:00;25460
SO;2017-07-24T16:00:00+02:00;22502
SO;2017-07-24T18:00:00+02:00;13820
SO;2017-07-25T00:00:00+02:00;530
SO;2017-07-25T04:00:00+02:00;1734
SO;2017-07-25T08:00:00+02:00;25713
SO;2017-07-25T10:00:00+02:00;22362
SO;2017-07-25T11:00:00+02:00;20411
SO;2017-07-25T13:00:00+02:00;25581
LU;2017-07-24T10:00:00+02:00;35143
LU;2017-07-24T12:00:00+02:00;40195
LU;2017-07-24T14:00:00+02:00;24184
LU;2017-07-24T16:00:00+02:00;38384
LU;2017-07-24T20:00:00+02:00;9274
LU;2017-07-24T22:00:00+02:00;2531
LU;2017-07-25T03:00:00+02:00;1113
LU;2017-07-25T05:00:00+02:00;10133
LU;2017-07-25T13:00:00+02:00;40470
LU;2017-07-25T22:00:00+02:00;2865
LU;2017-07-26T00:00:00+02:00;990
LU;2017-07-26T02:00:00+02:00;969
LU;2017-07-26T05:00:00+02:00;9584
LU;2017-07-26T19:00:00+02:00;17296
LU;2017-07-27T00:00:00+02:00;1049
LU;2017-07-27T01:00:00+02:00;799
LU;2017-07-27T02:00:00+02:00;852
LU;2017-07-27T05:00:00+02:00;9461
LU;2017-07-27T06:00:00+02:00;23406
LU;2017-07-27T10:00:00+02:00;34346
LU;2017-07-27T12:00:00+02:00;40205
LU;2017-07-27T15:00:00+02:00;44746
LU;2017-07-27T16:00:00+02:00;40149
LU;2017-07-27T18:00:00+02:00;24359
LU;2017-07-27T19:00:00+02:00;17902
LU;2017-07-27T23:00:00+02:00;2067
LU;2017-07-28T03:00:00+02:00;1366
LU;2017-07-28T04:00:00+02:00;3107
LU;2017-07-28T09:00:00+02:00;42630
LU;2017-07-28T12:00:00+02:00;41389
LU;2017-07-28T14:00:00+02:00;42060
LU;2017-07-28T15:00:00+02:00;42229
LU;2017-07-28T16:00:00+02:00;38599
LU;2017-07-28T18:00:00+02:00;25276
LU;2017-07-28T21:00:00+02:00;8564
LU;2017-07-28T23:00:00+02:00;3825
LU;2017-07-29T08:00:00+02:00;24368
LU;2017-07-29T09:00:00+02:00;26664
LU;2017-07-29T14:00:00+02:00;23686
LU;2017-07-29T17:00:00+02:00;20093
LU;2017-07-29T19:00:00+02:00;15192
LU;2017-07-30T02:00:00+02:00;2285
LU;2017-07-30T03:00:00+02:00;1560
LU;2017-07-30T06:00:00+02:00;3685
LU;2017-07-30T08:00:00+02:00;12350
LU;2017-07-30T11:00:00+02:00;15355
LU;2017-07-30T15:00:00+02:00;16477
LU;2017-07-30T20:00:00+02:00;8899
LU;2017-07-30T22:00:00+02:00;2436
LU;2017-07-30T23:00:00+02:00;1517
LU;2017-07-31T01:00:00+02:00;720
LU;2017-07-31T03:00:00+02:00;1085
LU;2017-07-31T05:00:00+02:00;7467
LU;2017-07-31T06:00:00+02:00;19985
LU;2017-07-31T07:00:00+02:00;31084
LU;2017-07-31T08:00:00+02:00;38521
LU;2017-07-31T13:00:00+02:00;37062
LU;2017-07-31T15:00:00+02:00;37963
LU;2017-07-31T16:00:00+02:00;31542
LU;2017-07-31T17:00:00+02:00;25255
LU;2017-07-31T19:00:00+02:00;15961
LU;2017-07-31T20:00:00+02:00;11212
NE;2017-07-01T01:00:00+02:00;2980
NE;2017-07-01T04:00:00+02:00;1161
NE;2017-07-01T07:00:00+02:00;9595
NE;2017-07-01T08:00:00+02:00;14966
NE;2017-07-01T14:00:00+02:00;15299
NE;2017-07-01T15:00:00+02:00;15956
NE;2017-07-01T21:00:00+02:00;6085
NE;2017-07-02T00:00:00+02:00;2682
NE;2017-07-02T01:00:00+02:00;2450
NE;2017-07-02T07:00:00+02:00;4110
NE;2017-07-02T14:00:00+02:00;9369
NE;2017-07-02T15:00:00+02:00;10347
NE;2017-07-02T16:00:00+02:00;11437
NE;2017-07-02T17:00:00+02:00;10578
NE;2017-07-02T21:00:00+02:00;3137
NE;2017-07-02T23:00:00+02:00;954
NE;2017-07-03T01:00:00+02:00;603
NE;2017-07-03T02:00:00+02:00;479
NE;2017-07-03T05:00:00+02:00;6023
NE;2017-07-03T10:00:00+02:00;27858
NE;2017-07-03T13:00:00+02:00;28959
NE;2017-07-03T15:00:00+02:00;30754
NE;2017-07-03T17:00:00+02:00;20690
NE;2017-07-03T19:00:00+02:00;11481
NE;2017-07-03T20:00:00+02:00;7546
NE;2017-07-03T21:00:00+02:00;4170
