Kanton;Datum und Zeit;Anzahl Anrufe pro Kanton und Stunde
GE;2017-07-31T22:00:00+02:00;13119
GL;2017-07-01T04:00:00+02:00;228
GL;2017-07-01T05:00:00+02:00;368
GL;2017-07-01T08:00:00+02:00;2713
GL;2017-07-01T12:00:00+02:00;2354
GL;2017-07-01T14:00:00+02:00;2231
GL;2017-07-01T16:00:00+02:00;2142
GL;2017-07-01T17:00:00+02:00;1947
GL;2017-07-01T20:00:00+02:00;876
GL;2017-07-01T21:00:00+02:00;556
GL;2017-07-01T22:00:00+02:00;469
GL;2017-07-02T04:00:00+02:00;139
GL;2017-07-02T12:00:00+02:00;1574
GL;2017-07-02T13:00:00+02:00;1467
JU;2017-07-03T02:00:00+02:00;104
JU;2017-07-03T03:00:00+02:00;234
JU;2017-07-03T08:00:00+02:00;10277
JU;2017-07-03T10:00:00+02:00;9171
FR;2017-07-21T22:00:00+02:00;4057
FR;2017-07-17T18:00:00+02:00;26767
FR;2017-07-18T11:00:00+02:00;33620
FR;2017-07-18T15:00:00+02:00;46705
FR;2017-07-18T17:00:00+02:00;34287
FR;2017-07-18T16:00:00+02:00;43708
FR;2017-07-18T21:00:00+02:00;5999
FR;2017-07-17T22:00:00+02:00;2360
FR;2017-07-18T03:00:00+02:00;910
FR;2017-07-18T22:00:00+02:00;2570
FR;2017-07-18T02:00:00+02:00;480
FR;2017-07-15T14:00:00+02:00;25794
FR;2017-07-16T13:00:00+02:00;16217
FR;2017-07-15T10:00:00+02:00;31078
FR;2017-07-15T07:00:00+02:00;19586
FR;2017-07-19T23:00:00+02:00;1150
FR;2017-07-15T01:00:00+02:00;2309
FR;2017-07-15T03:00:00+02:00;1037
FR;2017-07-20T00:00:00+02:00;602
FR;2017-07-11T14:00:00+02:00;47933
FR;2017-07-11T17:00:00+02:00;37016
FR;2017-07-11T18:00:00+02:00;27875
FR;2017-07-12T07:00:00+02:00;39399
FR;2017-07-12T08:00:00+02:00;46148
FR;2017-07-11T10:00:00+02:00;41803
FR;2017-07-11T23:00:00+02:00;1199
FR;2017-07-11T22:00:00+02:00;2928
FR;2017-07-12T00:00:00+02:00;699
FR;2017-07-12T02:00:00+02:00;578
FR;2017-07-08T18:00:00+02:00;20506
FR;2017-07-08T19:00:00+02:00;19307
FR;2017-07-08T20:00:00+02:00;13357
FR;2017-07-09T13:00:00+02:00;17505
FR;2017-07-09T16:00:00+02:00;21409
FR;2017-07-09T18:00:00+02:00;19688
FR;2017-07-09T00:00:00+02:00;3411
FR;2017-07-10T01:00:00+02:00;450
FR;2017-07-09T02:00:00+02:00;2479
FR;2017-07-10T02:00:00+02:00;530
FR;2017-07-20T11:00:00+02:00;33711
FR;2017-07-20T07:00:00+02:00;34580
FR;2017-07-20T09:00:00+02:00;46501
FR;2017-07-20T15:00:00+02:00;45386
FR;2017-07-16T00:00:00+02:00;3823
FR;2017-07-16T01:00:00+02:00;3012
FR;2017-07-16T04:00:00+02:00;1300
FR;2017-07-15T22:00:00+02:00;8017
FR;2017-07-16T14:00:00+02:00;16843
FR;2017-07-17T11:00:00+02:00;34443
FR;2017-07-17T14:00:00+02:00;43795
FR;2017-07-17T16:00:00+02:00;44097
FR;2017-07-17T17:00:00+02:00;34370
FR;2017-07-17T10:00:00+02:00;38914
FR;2017-07-17T12:00:00+02:00;42269
FR;2017-07-16T22:00:00+02:00;2528
FR;2017-07-17T01:00:00+02:00;491
FR;2017-07-17T03:00:00+02:00;764
FR;2017-07-14T05:00:00+02:00;10825
FR;2017-07-13T20:00:00+02:00;12517
FR;2017-07-14T11:00:00+02:00;37401
FR;2017-07-14T14:00:00+02:00;45897
FR;2017-07-14T16:00:00+02:00;43980
FR;2017-07-14T19:00:00+02:00;20376
FR;2017-07-14T06:00:00+02:00;25828
FR;2017-07-14T04:00:00+02:00;3220
FR;2017-07-14T23:00:00+02:00;4019
FR;2017-07-14T02:00:00+02:00;587
FR;2017-07-21T05:00:00+02:00;10737
FR;2017-07-20T17:00:00+02:00;34527
FR;2017-07-07T09:00:00+02:00;37284
FR;2017-07-07T20:00:00+02:00;16878
FR;2017-07-20T16:00:00+02:00;42856
FR;2017-07-20T04:00:00+02:00;3039
FR;2017-07-21T06:00:00+02:00;24331
FR;2017-07-21T00:00:00+02:00;896
FR;2017-07-07T21:00:00+02:00;12484
FR;2017-07-08T08:00:00+02:00;32115
FR;2017-07-08T09:00:00+02:00;37644
FR;2017-07-23T08:00:00+02:00;12807
FR;2017-07-08T17:00:00+02:00;23896
FR;2017-07-06T23:00:00+02:00;1830
FR;2017-07-07T23:00:00+02:00;4330
FR;2017-07-08T04:00:00+02:00;1803
FR;2017-07-24T04:00:00+02:00;3128
FR;2017-07-08T02:00:00+02:00;1161
FR;2017-07-23T11:00:00+02:00;14172
FR;2017-07-23T16:00:00+02:00;18543
FR;2017-07-23T19:00:00+02:00;13659
FR;2017-07-23T05:00:00+02:00;1683
FR;2017-07-23T12:00:00+02:00;14004
NW;2017-07-17T10:00:00+02:00;4992
NW;2017-07-18T13:00:00+02:00;5414
NW;2017-07-18T14:00:00+02:00;5760
NW;2017-07-18T18:00:00+02:00;3036
NW;2017-07-19T08:00:00+02:00;5733
NW;2017-07-19T13:00:00+02:00;5207
NW;2017-07-19T18:00:00+02:00;3073
NW;2017-07-19T19:00:00+02:00;2212
NW;2017-07-19T04:00:00+02:00;370
NW;2017-07-17T02:00:00+02:00;91
ZH;2017-07-08T11:00:00+02:00;112354
ZH;2017-07-08T13:00:00+02:00;99779
ZH;2017-07-08T15:00:00+02:00;112559
ZH;2017-07-08T17:00:00+02:00;89329
ZH;2017-07-08T18:00:00+02:00;70322
ZH;2017-07-08T23:00:00+02:00;22777
ZH;2017-07-09T01:00:00+02:00;12249
ZH;2017-07-09T02:00:00+02:00;9412
ZH;2017-07-09T04:00:00+02:00;8252
ZH;2017-07-09T06:00:00+02:00;16893
ZH;2017-07-09T07:00:00+02:00;31896
ZH;2017-07-09T13:00:00+02:00;68972
ZH;2017-07-09T15:00:00+02:00;75190
ZH;2017-07-09T17:00:00+02:00;80339
ZH;2017-07-09T18:00:00+02:00;74420
ZH;2017-07-09T19:00:00+02:00;56011
ZH;2017-07-10T00:00:00+02:00;3678
ZH;2017-07-10T01:00:00+02:00;2741
ZH;2017-07-10T05:00:00+02:00;46567
ZH;2017-07-10T08:00:00+02:00;185769
ZH;2017-07-10T09:00:00+02:00;194481
ZH;2017-07-10T12:00:00+02:00;190884
ZH;2017-07-10T15:00:00+02:00;208783
ZH;2017-07-10T16:00:00+02:00;184678
ZH;2017-07-10T19:00:00+02:00;78873
ZH;2017-07-10T20:00:00+02:00;55429
ZH;2017-07-10T23:00:00+02:00;5672
ZH;2017-07-11T04:00:00+02:00;12581
ZH;2017-07-11T05:00:00+02:00;48637
ZH;2017-07-11T06:00:00+02:00;120996
ZH;2017-07-11T08:00:00+02:00;188258
ZH;2017-07-11T14:00:00+02:00;206080
ZH;2017-07-11T15:00:00+02:00;209033
ZH;2017-07-11T21:00:00+02:00;28889
ZH;2017-07-11T22:00:00+02:00;12972
ZH;2017-07-12T04:00:00+02:00;12460
ZH;2017-07-12T06:00:00+02:00;115702
ZH;2017-07-12T10:00:00+02:00;181757
ZH;2017-07-12T11:00:00+02:00;166344
ZH;2017-07-12T12:00:00+02:00;196074
ZH;2017-07-12T14:00:00+02:00;201516
ZH;2017-07-12T15:00:00+02:00;208330
ZH;2017-07-12T16:00:00+02:00;189323
ZH;2017-07-12T17:00:00+02:00;141097
ZH;2017-07-12T21:00:00+02:00;30522
ZH;2017-07-12T23:00:00+02:00;6841
ZH;2017-07-13T03:00:00+02:00;4531
ZH;2017-07-13T07:00:00+02:00;162299
ZH;2017-07-13T09:00:00+02:00;196401
ZH;2017-07-13T20:00:00+02:00;57343
ZH;2017-07-14T05:00:00+02:00;42592
ZH;2017-07-14T07:00:00+02:00;157206
ZH;2017-07-14T09:00:00+02:00;197629
ZH;2017-07-14T11:00:00+02:00;164214
ZH;2017-07-14T12:00:00+02:00;194241
ZH;2017-07-14T14:00:00+02:00;193591
ZH;2017-07-14T18:00:00+02:00;96399
ZH;2017-07-14T19:00:00+02:00;74973
ZH;2017-07-14T21:00:00+02:00;36512
ZH;2017-07-14T22:00:00+02:00;21805
ZH;2017-07-14T23:00:00+02:00;13155
ZH;2017-07-15T02:00:00+02:00;5608
ZH;2017-07-15T05:00:00+02:00;12710
ZH;2017-07-15T06:00:00+02:00;25766
ZH;2017-07-15T07:00:00+02:00;53074
ZH;2017-07-15T10:00:00+02:00;99277
ZH;2017-07-15T14:00:00+02:00;88347
ZH;2017-07-15T16:00:00+02:00;88076
ZH;2017-07-15T19:00:00+02:00;54638
ZH;2017-07-15T21:00:00+02:00;32921
ZH;2017-07-15T22:00:00+02:00;23436
ZH;2017-07-16T02:00:00+02:00;7603
ZH;2017-07-16T09:00:00+02:00;54667
ZH;2017-07-16T12:00:00+02:00;57779
ZH;2017-07-16T16:00:00+02:00;67163
ZH;2017-07-16T17:00:00+02:00;64257
ZH;2017-07-16T18:00:00+02:00;63402
ZH;2017-07-16T19:00:00+02:00;55930
ZH;2017-07-16T20:00:00+02:00;41821
ZH;2017-07-16T21:00:00+02:00;23585
ZH;2017-07-17T00:00:00+02:00;3108
ZH;2017-07-17T02:00:00+02:00;2342
ZH;2017-07-17T03:00:00+02:00;4048
ZH;2017-07-17T04:00:00+02:00;11632
ZH;2017-07-17T06:00:00+02:00;98475
ZH;2017-07-17T10:00:00+02:00;153992
ZH;2017-07-17T13:00:00+02:00;164819
ZH;2017-07-17T14:00:00+02:00;168214
ZH;2017-07-17T16:00:00+02:00;154600
ZH;2017-07-17T22:00:00+02:00;12198
ZH;2017-07-18T02:00:00+02:00;2964
ZH;2017-07-18T04:00:00+02:00;11318
ZH;2017-07-18T05:00:00+02:00;39201
ZH;2017-07-18T06:00:00+02:00;99167
ZH;2017-07-18T07:00:00+02:00;144205
ZH;2017-07-18T13:00:00+02:00;159868
ZH;2017-07-18T15:00:00+02:00;176688
ZH;2017-07-18T18:00:00+02:00;87587
ZH;2017-07-18T19:00:00+02:00;68888
ZH;2017-07-18T20:00:00+02:00;48082
JU;2017-07-03T11:00:00+02:00;8170
JU;2017-07-03T12:00:00+02:00;10113
JU;2017-07-03T13:00:00+02:00;9585
JU;2017-07-03T15:00:00+02:00;11113
JU;2017-07-03T20:00:00+02:00;2735
JU;2017-07-03T21:00:00+02:00;1394
JU;2017-07-04T04:00:00+02:00;580
JU;2017-07-04T07:00:00+02:00;8798
JU;2017-07-04T11:00:00+02:00;8282
JU;2017-07-04T12:00:00+02:00;9821
JU;2017-07-04T13:00:00+02:00;9491
JU;2017-07-04T15:00:00+02:00;10818
JU;2017-07-04T17:00:00+02:00;7925
JU;2017-07-04T19:00:00+02:00;4722
JU;2017-07-04T20:00:00+02:00;2933
JU;2017-07-05T07:00:00+02:00;9141
JU;2017-07-05T10:00:00+02:00;10462
JU;2017-07-05T15:00:00+02:00;11119
JU;2017-07-05T19:00:00+02:00;4513
JU;2017-07-06T02:00:00+02:00;186
JU;2017-07-06T08:00:00+02:00;10823
JU;2017-07-06T12:00:00+02:00;9922
JU;2017-07-06T19:00:00+02:00;4451
JU;2017-07-06T22:00:00+02:00;647
JU;2017-07-07T00:00:00+02:00;192
JU;2017-07-07T03:00:00+02:00;322
JU;2017-07-07T13:00:00+02:00;8945
JU;2017-07-07T17:00:00+02:00;7818
JU;2017-07-08T01:00:00+02:00;282
JU;2017-07-08T06:00:00+02:00;1870
JU;2017-07-08T09:00:00+02:00;7034
JU;2017-07-08T10:00:00+02:00;6968
JU;2017-07-08T18:00:00+02:00;4625
JU;2017-07-08T22:00:00+02:00;1590
JU;2017-07-09T01:00:00+02:00;562
JU;2017-07-09T13:00:00+02:00;3156
JU;2017-07-09T14:00:00+02:00;3526
JU;2017-07-09T15:00:00+02:00;4722
JU;2017-07-10T01:00:00+02:00;206
JU;2017-07-10T02:00:00+02:00;189
JU;2017-07-10T03:00:00+02:00;367
JU;2017-07-10T06:00:00+02:00;5090
JU;2017-07-10T09:00:00+02:00;10164
JU;2017-07-10T10:00:00+02:00;9214
JU;2017-07-10T13:00:00+02:00;9416
JU;2017-07-10T21:00:00+02:00;1142
JU;2017-07-10T22:00:00+02:00;539
JU;2017-07-11T02:00:00+02:00;213
JU;2017-07-11T04:00:00+02:00;638
JU;2017-07-11T07:00:00+02:00;7690
JU;2017-07-11T08:00:00+02:00;9284
JU;2017-07-11T10:00:00+02:00;9107
JU;2017-07-11T12:00:00+02:00;8958
JU;2017-07-11T14:00:00+02:00;9508
JU;2017-07-11T16:00:00+02:00;9263
JU;2017-07-11T17:00:00+02:00;6903
JU;2017-07-11T22:00:00+02:00;579
JU;2017-07-11T23:00:00+02:00;350
JU;2017-07-12T00:00:00+02:00;265
JU;2017-07-12T01:00:00+02:00;200
JU;2017-07-12T06:00:00+02:00;4934
JU;2017-07-12T14:00:00+02:00;9269
JU;2017-07-12T20:00:00+02:00;2151
JU;2017-07-12T22:00:00+02:00;670
JU;2017-07-13T01:00:00+02:00;200
JU;2017-07-13T04:00:00+02:00;603
JU;2017-07-13T05:00:00+02:00;1773
JU;2017-07-13T08:00:00+02:00;9482
JU;2017-07-13T15:00:00+02:00;10309
JU;2017-07-13T18:00:00+02:00;5756
JU;2017-07-13T19:00:00+02:00;3796
JU;2017-07-13T21:00:00+02:00;1583
JU;2017-07-13T22:00:00+02:00;829
JU;2017-07-14T01:00:00+02:00;246
JU;2017-07-14T02:00:00+02:00;180
JU;2017-07-14T04:00:00+02:00;586
JU;2017-07-14T08:00:00+02:00;8966
JU;2017-07-14T09:00:00+02:00;10059
JU;2017-07-14T15:00:00+02:00;8878
JU;2017-07-14T18:00:00+02:00;5315
JU;2017-07-14T19:00:00+02:00;3968
JU;2017-07-15T02:00:00+02:00;240
JU;2017-07-15T04:00:00+02:00;364
JU;2017-07-15T09:00:00+02:00;6117
JU;2017-07-15T12:00:00+02:00;5132
JU;2017-07-15T17:00:00+02:00;4744
JU;2017-07-15T20:00:00+02:00;2576
JU;2017-07-15T22:00:00+02:00;1275
JU;2017-07-16T04:00:00+02:00;233
JU;2017-07-16T07:00:00+02:00;1864
JU;2017-07-16T08:00:00+02:00;3057
JU;2017-07-16T10:00:00+02:00;4218
JU;2017-07-16T13:00:00+02:00;3427
JU;2017-07-16T14:00:00+02:00;3271
JU;2017-07-16T16:00:00+02:00;4113
JU;2017-07-16T19:00:00+02:00;3166
JU;2017-07-16T21:00:00+02:00;1203
JU;2017-07-16T23:00:00+02:00;290
JU;2017-07-17T00:00:00+02:00;171
JU;2017-07-17T07:00:00+02:00;7013
OW;2017-07-26T19:00:00+02:00;2227
OW;2017-07-26T10:00:00+02:00;3653
OW;2017-07-26T13:00:00+02:00;4153
OW;2017-07-26T18:00:00+02:00;3006
OW;2017-07-27T05:00:00+02:00;952
OW;2017-07-27T11:00:00+02:00;3900
OW;2017-07-27T13:00:00+02:00;4338
OW;2017-07-26T21:00:00+02:00;630
OW;2017-07-26T06:00:00+02:00;2394
NW;2017-07-21T05:00:00+02:00;1232
NW;2017-07-19T10:00:00+02:00;4781
NW;2017-07-21T13:00:00+02:00;5497
NW;2017-07-21T15:00:00+02:00;5458
NW;2017-07-21T19:00:00+02:00;1950
NW;2017-07-21T20:00:00+02:00;1311
NW;2017-07-21T08:00:00+02:00;5988
OW;2017-07-12T14:00:00+02:00;4892
NW;2017-07-21T04:00:00+02:00;300
NW;2017-07-22T03:00:00+02:00;154
OW;2017-07-24T18:00:00+02:00;2890
OW;2017-07-24T07:00:00+02:00;4534
OW;2017-07-24T08:00:00+02:00;5208
OW;2017-07-24T14:00:00+02:00;2463
OW;2017-07-24T17:00:00+02:00;3405
OW;2017-07-24T20:00:00+02:00;1001
OW;2017-07-23T23:00:00+02:00;122
OW;2017-07-24T12:00:00+02:00;4164
OW;2017-07-24T01:00:00+02:00;71
OW;2017-07-25T01:00:00+02:00;67
OW;2017-07-25T07:00:00+02:00;3764
OW;2017-07-25T08:00:00+02:00;4873
OW;2017-07-25T11:00:00+02:00;3264
OW;2017-07-25T14:00:00+02:00;4154
OW;2017-07-26T05:00:00+02:00;973
OW;2017-07-25T12:00:00+02:00;3898
OW;2017-07-25T22:00:00+02:00;281
OW;2017-07-26T01:00:00+02:00;50
OW;2017-07-25T02:00:00+02:00;69
OW;2017-07-26T02:00:00+02:00;95
OW;2017-07-14T15:00:00+02:00;5515
OW;2017-07-14T20:00:00+02:00;1218
OW;2017-07-15T13:00:00+02:00;3236
OW;2017-07-15T14:00:00+02:00;3277
OW;2017-07-15T16:00:00+02:00;3361
OW;2017-07-15T19:00:00+02:00;1671
OW;2017-07-14T23:00:00+02:00;225
OW;2017-07-15T01:00:00+02:00;104
OW;2017-07-15T00:00:00+02:00;139
OW;2017-07-15T03:00:00+02:00;91
OW;2017-07-23T07:00:00+02:00;1717
OW;2017-07-23T08:00:00+02:00;2498
OW;2017-07-23T19:00:00+02:00;1793
OW;2017-07-23T05:00:00+02:00;333
OW;2017-07-22T18:00:00+02:00;3242
OW;2017-07-22T19:00:00+02:00;2696
OW;2017-07-22T20:00:00+02:00;2486
OW;2017-07-22T21:00:00+02:00;1116
OW;2017-07-23T03:00:00+02:00;106
OW;2017-07-23T01:00:00+02:00;216
OW;2017-07-29T07:00:00+02:00;2542
OW;2017-07-29T08:00:00+02:00;3878
OW;2017-07-29T16:00:00+02:00;3818
OW;2017-07-29T05:00:00+02:00;507
OW;2017-07-18T14:00:00+02:00;5213
OW;2017-07-18T08:00:00+02:00;5234
OW;2017-07-18T15:00:00+02:00;5518
OW;2017-07-18T17:00:00+02:00;3480
OW;2017-07-19T14:00:00+02:00;5023
OW;2017-07-18T21:00:00+02:00;500
OW;2017-07-19T03:00:00+02:00;161
OW;2017-07-18T22:00:00+02:00;184
OW;2017-07-18T23:00:00+02:00;78
OW;2017-07-19T01:00:00+02:00;84
OW;2017-07-20T05:00:00+02:00;1339
OW;2017-07-19T17:00:00+02:00;4019
OW;2017-07-19T18:00:00+02:00;2993
OW;2017-07-19T20:00:00+02:00;1209
OW;2017-07-20T08:00:00+02:00;5310
OW;2017-07-20T10:00:00+02:00;4236
OW;2017-07-20T13:00:00+02:00;4265
OW;2017-07-19T16:00:00+02:00;6481
OW;2017-07-19T21:00:00+02:00;519
OW;2017-07-20T12:00:00+02:00;4569
OW;2017-07-21T05:00:00+02:00;1198
OW;2017-07-20T15:00:00+02:00;4994
OW;2017-07-21T08:00:00+02:00;5475
OW;2017-07-21T13:00:00+02:00;4763
OW;2017-07-21T14:00:00+02:00;4932
OW;2017-07-21T16:00:00+02:00;4700
OW;2017-07-20T21:00:00+02:00;606
OW;2017-07-21T03:00:00+02:00;172
OW;2017-07-21T12:00:00+02:00;4497
OW;2017-07-21T21:00:00+02:00;677
OW;2017-07-22T13:00:00+02:00;3448
OW;2017-07-22T08:00:00+02:00;4213
OW;2017-07-22T10:00:00+02:00;4518
OW;2017-07-22T12:00:00+02:00;3664
OW;2017-07-21T22:00:00+02:00;363
OW;2017-07-22T09:00:00+02:00;4714
OW;2017-07-22T03:00:00+02:00;116
ZH;2017-07-19T00:00:00+02:00;3728
ZH;2017-07-19T02:00:00+02:00;2875
ZH;2017-07-19T04:00:00+02:00;10924
ZH;2017-07-19T05:00:00+02:00;39593
ZH;2017-07-19T06:00:00+02:00;96388
ZH;2017-07-19T09:00:00+02:00;175198
ZH;2017-07-19T13:00:00+02:00;162115
ZH;2017-07-19T15:00:00+02:00;173321
ZH;2017-07-19T19:00:00+02:00;65780
ZH;2017-07-19T21:00:00+02:00;26778
ZH;2017-07-20T04:00:00+02:00;10823
ZH;2017-07-20T07:00:00+02:00;135623
ZH;2017-07-20T11:00:00+02:00;134403
ZH;2017-07-20T17:00:00+02:00;120656
ZH;2017-07-21T03:00:00+02:00;4498
ZH;2017-07-21T04:00:00+02:00;10669
ZH;2017-07-21T05:00:00+02:00;36398
ZH;2017-07-21T06:00:00+02:00;88348
ZH;2017-07-21T07:00:00+02:00;135951
ZH;2017-07-21T08:00:00+02:00;160172
ZH;2017-07-21T10:00:00+02:00;152066
ZH;2017-07-21T14:00:00+02:00;155887
ZH;2017-07-21T20:00:00+02:00;41453
ZH;2017-07-21T21:00:00+02:00;26885
ZH;2017-07-21T22:00:00+02:00;16966
ZH;2017-07-22T09:00:00+02:00;84332
ZH;2017-07-22T10:00:00+02:00;87628
ZH;2017-07-22T11:00:00+02:00;82860
ZH;2017-07-22T12:00:00+02:00;79866
ZH;2017-07-22T23:00:00+02:00;13189
ZH;2017-07-23T03:00:00+02:00;5538
ZH;2017-07-23T06:00:00+02:00;13236
ZH;2017-07-23T07:00:00+02:00;23585
ZH;2017-07-23T10:00:00+02:00;51854
ZH;2017-07-23T14:00:00+02:00;55798
ZH;2017-07-23T16:00:00+02:00;60581
ZH;2017-07-23T18:00:00+02:00;54605
ZH;2017-07-24T01:00:00+02:00;2452
ZH;2017-07-24T03:00:00+02:00;3952
ZH;2017-07-24T09:00:00+02:00;154241
FR;2017-07-12T17:00:00+02:00;34689
FR;2017-07-12T19:00:00+02:00;19642
FR;2017-07-13T16:00:00+02:00;47223
FR;2017-07-12T21:00:00+02:00;6022
FR;2017-07-13T04:00:00+02:00;3328
FR;2017-07-13T12:00:00+02:00;42569
FR;2017-07-12T12:00:00+02:00;44461
FR;2017-07-12T22:00:00+02:00;2748
FR;2017-07-03T05:00:00+02:00;12917
FR;2017-07-03T07:00:00+02:00;43070
FR;2017-07-03T11:00:00+02:00;40549
FR;2017-07-03T16:00:00+02:00;51939
FR;2017-07-03T17:00:00+02:00;39960
FR;2017-07-03T18:00:00+02:00;30172
FR;2017-07-03T10:00:00+02:00;44057
FR;2017-07-03T12:00:00+02:00;47160
FR;2017-07-04T01:00:00+02:00;472
FR;2017-07-04T02:00:00+02:00;545
FR;2017-07-08T11:00:00+02:00;31711
FR;2017-07-08T13:00:00+02:00;29722
FR;2017-07-08T14:00:00+02:00;29150
FR;2017-07-08T05:00:00+02:00;4057
FR;2017-07-08T10:00:00+02:00;35610
FR;2017-07-08T23:00:00+02:00;5301
FR;2017-07-09T01:00:00+02:00;2710
FR;2017-07-09T03:00:00+02:00;1358
FR;2017-07-09T05:00:00+02:00;2176
FR;2017-07-08T22:00:00+02:00;7601
FR;2017-07-22T19:00:00+02:00;16366
FR;2017-07-23T01:00:00+02:00;2378
FR;2017-07-23T09:00:00+02:00;16930
FR;2017-07-23T14:00:00+02:00;14941
FR;2017-07-23T17:00:00+02:00;18137
FR;2017-07-23T18:00:00+02:00;16998
FR;2017-07-23T06:00:00+02:00;3557
FR;2017-07-23T07:00:00+02:00;7855
FR;2017-07-23T21:00:00+02:00;4434
FR;2017-07-23T02:00:00+02:00;1683
GR;2017-07-24T06:00:00+02:00;17674
GR;2017-07-24T11:00:00+02:00;24127
GR;2017-07-23T19:00:00+02:00;11824
GR;2017-07-24T17:00:00+02:00;22146
GR;2017-07-24T18:00:00+02:00;17494
GR;2017-07-24T19:00:00+02:00;12653
GR;2017-07-23T20:00:00+02:00;6867
GR;2017-07-24T12:00:00+02:00;30295
GR;2017-07-24T00:00:00+02:00;365
GR;2017-07-24T01:00:00+02:00;439
GR;2017-07-25T08:00:00+02:00;32388
GR;2017-07-25T11:00:00+02:00;23396
GR;2017-07-25T14:00:00+02:00;30401
GR;2017-07-25T17:00:00+02:00;22214
GR;2017-07-25T18:00:00+02:00;17528
GR;2017-07-26T06:00:00+02:00;16590
GR;2017-07-24T21:00:00+02:00;3377
GR;2017-07-25T10:00:00+02:00;26635
GR;2017-07-25T21:00:00+02:00;3414
GR;2017-07-25T22:00:00+02:00;1610
GR;2017-07-23T08:00:00+02:00;14739
GR;2017-07-23T13:00:00+02:00;14439
JU;2017-07-17T13:00:00+02:00;7631
JU;2017-07-17T19:00:00+02:00;3861
JU;2017-07-18T03:00:00+02:00;172
JU;2017-07-18T07:00:00+02:00;6655
JU;2017-07-18T08:00:00+02:00;8542
JU;2017-07-18T10:00:00+02:00;7572
JU;2017-07-18T18:00:00+02:00;4985
JU;2017-07-19T00:00:00+02:00;209
JU;2017-07-19T01:00:00+02:00;109
JU;2017-07-19T02:00:00+02:00;143
JU;2017-07-19T03:00:00+02:00;196
JU;2017-07-19T05:00:00+02:00;1635
JU;2017-07-19T12:00:00+02:00;7620
JU;2017-07-19T13:00:00+02:00;7182
JU;2017-07-19T15:00:00+02:00;8279
JU;2017-07-19T17:00:00+02:00;6244
JU;2017-07-20T04:00:00+02:00;426
JU;2017-07-20T06:00:00+02:00;3552
JU;2017-07-20T07:00:00+02:00;5782
JU;2017-07-20T08:00:00+02:00;7730
JU;2017-07-20T11:00:00+02:00;6045
JU;2017-07-20T12:00:00+02:00;7323
JU;2017-07-20T15:00:00+02:00;8138
JU;2017-07-20T16:00:00+02:00;7702
JU;2017-07-21T02:00:00+02:00;94
JU;2017-07-21T03:00:00+02:00;181
JU;2017-07-21T05:00:00+02:00;1337
JU;2017-07-21T12:00:00+02:00;7045
JU;2017-07-21T17:00:00+02:00;5839
JU;2017-07-21T22:00:00+02:00;821
JU;2017-07-22T02:00:00+02:00;160
JU;2017-07-22T04:00:00+02:00;263
SO;2017-07-02T11:00:00+02:00;11107
SO;2017-07-02T13:00:00+02:00;11099
SO;2017-07-02T15:00:00+02:00;12906
SO;2017-07-02T20:00:00+02:00;6589
SO;2017-07-02T21:00:00+02:00;3573
SO;2017-07-02T22:00:00+02:00;1889
SO;2017-07-03T01:00:00+02:00;384
SO;2017-07-03T02:00:00+02:00;405
SO;2017-07-03T03:00:00+02:00;848
SO;2017-07-03T06:00:00+02:00;21257
SO;2017-07-03T07:00:00+02:00;29145
SO;2017-07-03T08:00:00+02:00;33229
SO;2017-07-03T14:00:00+02:00;34938
SO;2017-07-04T13:00:00+02:00;32995
SO;2017-07-04T15:00:00+02:00;36567
SO;2017-07-04T16:00:00+02:00;31712
SO;2017-07-04T19:00:00+02:00;15751
SO;2017-07-04T22:00:00+02:00;2285
SO;2017-07-04T23:00:00+02:00;1160
SO;2017-07-05T06:00:00+02:00;22371
SO;2017-07-05T09:00:00+02:00;34733
SO;2017-07-05T10:00:00+02:00;30631
SO;2017-07-05T11:00:00+02:00;29455
SO;2017-07-05T12:00:00+02:00;34027
SO;2017-07-05T14:00:00+02:00;35640
SO;2017-07-05T19:00:00+02:00;15167
SO;2017-07-05T20:00:00+02:00;10701
SO;2017-07-06T02:00:00+02:00;524
SO;2017-07-06T08:00:00+02:00;32882
SO;2017-07-06T09:00:00+02:00;34554
SO;2017-07-06T11:00:00+02:00;28136
SO;2017-07-06T12:00:00+02:00;32828
SO;2017-07-06T16:00:00+02:00;32660
SO;2017-07-06T17:00:00+02:00;25816
SO;2017-07-06T22:00:00+02:00;3447
SO;2017-07-07T03:00:00+02:00;907
SO;2017-07-07T04:00:00+02:00;2749
SO;2017-07-07T05:00:00+02:00;9257
SO;2017-07-07T09:00:00+02:00;23170
SO;2017-07-07T12:00:00+02:00;33762
SO;2017-07-07T13:00:00+02:00;33575
SO;2017-07-07T15:00:00+02:00;33071
SO;2017-07-07T19:00:00+02:00;14433
SO;2017-07-08T00:00:00+02:00;1622
SO;2017-07-08T01:00:00+02:00;1169
SO;2017-07-08T03:00:00+02:00;741
SO;2017-07-08T06:00:00+02:00;6194
SO;2017-07-08T11:00:00+02:00;19071
SO;2017-07-08T14:00:00+02:00;18629
SO;2017-07-08T18:00:00+02:00;12499
SO;2017-07-08T19:00:00+02:00;10410
SO;2017-07-09T02:00:00+02:00;853
SO;2017-07-09T10:00:00+02:00;11461
SO;2017-07-09T15:00:00+02:00;13494
SO;2017-07-09T17:00:00+02:00;12277
